"state","puma5","cbsa","stab","cbsaname","pop2k","afact"
"FIPS state","puma5","cbsa","State Postal Code","CBSA Name","Total Pop, 2000 census","puma5 to cbsa alloc factor"
"17","03203","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",117604,1 
"17","03204","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",148110,1 
"17","03205","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",124553,1 
"17","03206","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",200611,1 
"17","03301","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",109714,1 
"17","03302","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",133084,1 
"17","03303","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",191558,1 
"17","03304","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",104957,1 
"17","03305","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",105043,1 
"17","03401","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",124847,1 
"17","03402","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",217585,1 
"17","03403","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",252722,1 
"17","03404","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",220200,1 
"17","03405","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",233593,1 
"17","03406","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",119164,1 
"17","03407","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",183170,1 
"17","03408","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",192156,1 
"17","03409","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",147937,1 
"17","03410","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",162526,1 
"17","03411","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",174613,1 
"17","03412","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",109887,1 
"17","03413","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",180802,1 
"17","03414","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",161525,1 
"17","03501","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",189233,1 
"17","03502","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",159137,1 
"17","03503","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",149668,1 
"17","03504","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",152977,1 
"17","03505","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",128905,1 
"17","03506","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",156130,1 
"17","03507","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",117527,1 
"17","03508","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",151504,1 
"17","03509","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",240141,1 
"17","03510","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",145127,1 
"17","03511","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",135102,1 
"17","03512","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",170965,1 
"17","03513","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",204193,1 
"17","03514","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",126435,1 
"17","03515","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",175683,1 
"17","03516","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",171275,1 
"17","03517","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",105622,1 
"17","03518","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",108102,1 
"17","03519","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",108288,1 
"18","00100","16980","IN","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",102746,1 
"18","00201","16980","IN","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",120599,1 
"18","00202","16980","IN","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",159881,1 
"18","00203","16980","IN","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",101338,1 
"18","00300","16980","IN","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",146798,1 
"18","00400","33140","IN","Michigan City-La Porte, IN Metropolitan Statistical Area",110106,1 
"18","00500","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",107789,1 
"18","00600","43780","IN","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",157770,1 
"18","00700","21140","IN","Elkhart-Goshen, IN Metropolitan Statistical Area",182791,1 
"18","00800"," ","IN"," ",34909,0.226 
"18","00800","11420","IN","Angola, IN Micropolitan Statistical Area",33214,0.215 
"18","00800","12140","IN","Auburn, IN Micropolitan Statistical Area",40285,0.26 
"18","00800","28340","IN","Kendallville, IN Micropolitan Statistical Area",46275,0.299 
"18","00900","23060","IN","Fort Wayne, IN Metropolitan Statistical Area",205727,1 
"18","01000","23060","IN","Fort Wayne, IN Metropolitan Statistical Area",126122,1 
"18","01100","19540","IN","Decatur, IN Micropolitan Statistical Area",33625,0.259 
"18","01100","23060","IN","Fort Wayne, IN Metropolitan Statistical Area",58307,0.448 
"18","01100","26540","IN","Huntington, IN Micropolitan Statistical Area",38075,0.293 
"18","01200","38500","IN","Plymouth, IN Micropolitan Statistical Area",45128,0.379 
"18","01200","47700","IN","Warsaw, IN Micropolitan Statistical Area",74057,0.621 
"18","01300"," ","IN"," ",57822,0.564 
"18","01300","16980","IN","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",44609,0.436 
"18","01400"," ","IN"," ",51640,0.434 
"18","01400","18820","IN","Crawfordsville, IN Micropolitan Statistical Area",37629,0.317 
"18","01400","29140","IN","Lafayette, IN Metropolitan Statistical Area",29586,0.249 
"18","01500","30900","IN","Logansport, IN Micropolitan Statistical Area",40930,0.366 
"18","01500","37940","IN","Peru, IN Micropolitan Statistical Area",36082,0.322 
"18","01500","47340","IN","Wabash, IN Micropolitan Statistical Area",34960,0.312 
"18","01600"," ","IN"," ",35854,0.328 
"18","01600","31980","IN","Marion, IN Micropolitan Statistical Area",73403,0.672 
"18","01700","29020","IN","Kokomo, IN Metropolitan Statistical Area",101541,1 
"18","01800","23140","IN","Frankfort, IN Micropolitan Statistical Area",33866,0.185 
"18","01800","29140","IN","Lafayette, IN Metropolitan Statistical Area",148955,0.815 
"18","01901","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",118791,1 
"18","01902","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",110056,1 
"18","02001","11300","IN","Anderson, IN Metropolitan Statistical Area",129797,1 
"18","02002","11300","IN","Anderson, IN Metropolitan Statistical Area",3561,0.035 
"18","02002","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",98836,0.965 
"18","02100","34620","IN","Muncie, IN Metropolitan Statistical Area",118769,1 
"18","02200"," ","IN"," ",27401,0.186 
"18","02200","35220","IN","New Castle, IN Micropolitan Statistical Area",48508,0.33 
"18","02200","39980","IN","Richmond, IN Micropolitan Statistical Area",71097,0.484 
"18","02301","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",111961,1 
"18","02302","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",102324,1 
"18","02303","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",102068,1 
"18","02304","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",133461,1 
"18","02305","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",167055,1 
"18","02306","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",126021,1 
"18","02307","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",117564,1 
"18","02400","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",115209,1 
"18","02500","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",170782,1 
"18","02600"," ","IN"," ",17241,0.159 
"18","02600","14020","IN","Bloomington, IN Metropolitan Statistical Area",54943,0.508 
"18","02600","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",36019,0.333 
"18","02700","45460","IN","Terre Haute, IN Metropolitan Statistical Area",149192,1 
"18","02800"," ","IN"," ",10369,0.102 
"18","02800","45460","IN","Terre Haute, IN Metropolitan Statistical Area",21751,0.215 
"18","02800","47180","IN","Vincennes, IN Micropolitan Statistical Area",39256,0.388 
"18","02800","47780","IN","Washington, IN Micropolitan Statistical Area",29820,0.295 
"18","02900","14020","IN","Bloomington, IN Metropolitan Statistical Area",120563,1 
"18","03000","18020","IN","Columbus, IN Metropolitan Statistical Area",71435,0.559 
"18","03000","26900","IN","Indianapolis-Carmel, IN Metropolitan Statistical Area",14957,0.117 
"18","03000","42980","IN","Seymour, IN Micropolitan Statistical Area",41335,0.324 
"18","03100"," ","IN"," ",25610,0.204 
"18","03100","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",22151,0.177 
"18","03100","18220","IN","Connersville, IN Micropolitan Statistical Area",25588,0.204 
"18","03100","24700","IN","Greensburg, IN Micropolitan Statistical Area",24555,0.196 
"18","03100","35860","IN","North Vernon, IN Micropolitan Statistical Area",27554,0.22 
"18","03200"," ","IN"," ",35588,0.299 
"18","03200","17140","IN","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",51732,0.435 
"18","03200","31500","IN","Madison, IN Micropolitan Statistical Area",31705,0.266 
"18","03300","31140","IN","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",96472,0.808 
"18","03300","42500","IN","Scottsburg, IN Micropolitan Statistical Area",22960,0.192 
"18","03400","31140","IN","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",105148,1 
"18","03500"," ","IN"," ",30049,0.291 
"18","03500","13260","IN","Bedford, IN Micropolitan Statistical Area",45922,0.445 
"18","03500","31140","IN","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",27223,0.264 
"18","03600"," ","IN"," ",39290,0.316 
"18","03600","21780","IN","Evansville, IN-KY Metropolitan Statistical Area",32500,0.261 
"18","03600","27540","IN","Jasper, IN Micropolitan Statistical Area",52511,0.422 
"18","03700","21780","IN","Evansville, IN-KY Metropolitan Statistical Area",121582,1 
"18","03800","21780","IN","Evansville, IN-KY Metropolitan Statistical Area",129784,1 
"19","00100"," ","IA"," ",86631,0.615 
"19","00100","43980","IA","Spencer, IA Micropolitan Statistical Area",17372,0.123 
"19","00100","44020","IA","Spirit Lake, IA Micropolitan Statistical Area",16424,0.117 
"19","00100","44740","IA","Storm Lake, IA Micropolitan Statistical Area",20411,0.145 
"19","00200"," ","IA"," ",79464,0.594 
"19","00200","32380","IA","Mason City, IA Micropolitan Statistical Area",54356,0.406 
"19","00300"," ","IA"," ",136096,0.792 
"19","00300","47940","IA","Waterloo-Cedar Falls, IA Metropolitan Statistical Area",35694,0.208 
"19","00400","47940","IA","Waterloo-Cedar Falls, IA Metropolitan Statistical Area",128012,1 
"19","00500"," ","IA"," ",56887,0.29 
"19","00500","17540","IA","Clinton, IA Micropolitan Statistical Area",50149,0.256 
"19","00500","20220","IA","Dubuque, IA Metropolitan Statistical Area",89143,0.454 
"19","00600"," ","IA"," ",71401,0.404 
"19","00600","16300","IA","Cedar Rapids, IA Metropolitan Statistical Area",45529,0.257 
"19","00600","26980","IA","Iowa City, IA Metropolitan Statistical Area",20670,0.117 
"19","00600","32260","IA","Marshalltown, IA Micropolitan Statistical Area",39311,0.222 
"19","00700","26980","IA","Iowa City, IA Metropolitan Statistical Area",111006,1 
"19","00800","16300","IA","Cedar Rapids, IA Metropolitan Statistical Area",191701,1 
"19","00900"," ","IA"," ",60930,0.602 
"19","00900","22700","IA","Fort Dodge, IA Micropolitan Statistical Area",40235,0.398 
"19","01000"," ","IA"," ",122829,0.915 
"19","01000","19780","IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",11353,0.085 
"19","01100","43580","IA","Sioux City, IA-NE-SD Metropolitan Statistical Area",103877,1 
"19","01200"," ","IA"," ",64614,0.354 
"19","01200","36540","IA","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",117917,0.646 
"19","01300"," ","IA"," ",137103,0.701 
"19","01300","36820","IA","Oskaloosa, IA Micropolitan Statistical Area",22335,0.114 
"19","01300","36900","IA","Ottumwa, IA Micropolitan Statistical Area",36051,0.184 
"19","01400","19780","IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",198682,1 
"19","01500","19780","IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",175919,1 
"19","01600","11180","IA","Ames, IA Metropolitan Statistical Area",79981,0.544 
"19","01600","14340","IA","Boone, IA Micropolitan Statistical Area",26224,0.178 
"19","01600","19780","IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",40750,0.277 
"19","01700","19780","IA","Des Moines-West Des Moines, IA Metropolitan Statistical Area",54690,0.441 
"19","01700","35500","IA","Newton, IA Micropolitan Statistical Area",37213,0.3 
"19","01700","37800","IA","Pella, IA Micropolitan Statistical Area",32052,0.259 
"19","01800"," ","IA"," ",20336,0.132 
"19","01800","15460","IA","Burlington, IA-IL Micropolitan Statistical Area",42351,0.274 
"19","01800","22800","IA","Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area",38052,0.246 
"19","01800","34700","IA","Muscatine, IA Micropolitan Statistical Area",53905,0.349 
"19","01900","19340","IA","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",158668,1 
"20","00100"," ","KS"," ",75481,0.733 
"20","00100","25700","KS","Hays, KS Micropolitan Statistical Area",27507,0.267 
"20","00200"," ","KS"," ",43412,0.421 
"20","00200","41460","KS","Salina, KS Micropolitan Statistical Area",59760,0.579 
"20","00300"," ","KS"," ",45235,0.293 
"20","00300","31740","KS","Manhattan, KS Micropolitan Statistical Area",108999,0.707 
"20","00400"," ","KS"," ",21441,0.147 
"20","00400","11860","KS","Atchison, KS Micropolitan Statistical Area",16774,0.115 
"20","00400","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",68691,0.47 
"20","00400","41140","KS","St. Joseph, MO-KS Metropolitan Statistical Area",8249,0.056 
"20","00400","45820","KS","Topeka, KS Metropolitan Statistical Area",31083,0.213 
"20","00500","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",157882,1 
"20","00601","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",133721,1 
"20","00602","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",105310,1 
"20","00603","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",109615,1 
"20","00604","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",102440,1 
"20","00700","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",28351,0.221 
"20","00700","29940","KS","Lawrence, KS Metropolitan Statistical Area",99962,0.779 
"20","00800","45820","KS","Topeka, KS Metropolitan Statistical Area",169871,1 
"20","00900"," ","KS"," ",29899,0.255 
"20","00900","21380","KS","Emporia, KS Micropolitan Statistical Area",38965,0.332 
"20","00900","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",24784,0.211 
"20","00900","45820","KS","Topeka, KS Metropolitan Statistical Area",23597,0.201 
"20","01000"," ","KS"," ",10761,0.102 
"20","01000","26740","KS","Hutchinson, KS Micropolitan Statistical Area",64790,0.616 
"20","01000","32700","KS","McPherson, KS Micropolitan Statistical Area",29554,0.281 
"20","01100"," ","KS"," ",54430,0.501 
"20","01100","24460","KS","Great Bend, KS Micropolitan Statistical Area",28205,0.26 
"20","01100","48620","KS","Wichita, KS Metropolitan Statistical Area",25946,0.239 
"20","01200"," ","KS"," ",60586,0.388 
"20","01200","19980","KS","Dodge City, KS Micropolitan Statistical Area",32458,0.208 
"20","01200","23780","KS","Garden City, KS Micropolitan Statistical Area",40523,0.26 
"20","01200","30580","KS","Liberal, KS Micropolitan Statistical Area",22510,0.144 
"20","01300","48620","KS","Wichita, KS Metropolitan Statistical Area",200110,1 
"20","01401","48620","KS","Wichita, KS Metropolitan Statistical Area",109857,1 
"20","01402","48620","KS","Wichita, KS Metropolitan Statistical Area",110569,1 
"20","01403","48620","KS","Wichita, KS Metropolitan Statistical Area",124684,1 
"20","01500"," ","KS"," ",59614,0.565 
"20","01500","28140","KS","Kansas City, MO-KS Metropolitan Statistical Area",9570,0.091 
"20","01500","49060","KS","Winfield, KS Micropolitan Statistical Area",36291,0.344 
