CONTROL,SMSA,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,RUTIL
'000000000227','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000228','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000229','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000229','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000230','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000230','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000231','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000231','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000232','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000232','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000233','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000233','7360','1','-9','-9','1','-9','1','-9'
'000000000234','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000236','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000236','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000236','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000236','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000238','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000238','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000239','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000240','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000240','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000240','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000241','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000241','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000241','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000242','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000243','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000244','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000244','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000244','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000245','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000246','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000247','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000247','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000248','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000248','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000249','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000249','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000250','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000251','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000252','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000252','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000252','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000253','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000253','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000253','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000254','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000254','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000254','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000254','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000254','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000254','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000255','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000256','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000256','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000257','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000258','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000258','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000258','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000258','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000259','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000259','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000261','1000','1','1','1','-9','-9','-9','-9'
'000000000261','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000261','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000262','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000262','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000263','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000265','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000265','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000265','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000266','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000266','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000267','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000268','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000268','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000268','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000269','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000271','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000271','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000273','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000273','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000275','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000275','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000277','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000277','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000278','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000282','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000283','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000283','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000283','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000284','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000285','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000286','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000287','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000287','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000291','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000291','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000292','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000292','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000293','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000293','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000293','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000294','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000295','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000295','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000295','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000295','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000296','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000296','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000297','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000297','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000298','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000298','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000299','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000299','6480','-9','-9','-9','-9','-9','1','-9'
'000000000299','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000299','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000299','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000299','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000299','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000301','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000301','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000302','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000302','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000303','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000304','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000304','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000304','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000305','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000305','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000305','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000308','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000308','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000308','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000308','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000309','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000310','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000310','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000311','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000312','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000312','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000313','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000313','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000313','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000313','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000313','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000314','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000314','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000314','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000315','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000316','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000319','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000319','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000319','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000321','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000321','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000321','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000321','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000322','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000323','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000324','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000325','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000326','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000327','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000327','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000328','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000328','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000328','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000329','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000329','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000331','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000332','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000332','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000333','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000335','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000335','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000336','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000336','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000336','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000337','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000337','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000338','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000340','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000340','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000340','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000340','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000341','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000341','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000342','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000343','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000343','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000344','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000344','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000344','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000345','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000345','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000346','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000347','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000347','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000348','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000348','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000348','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000349','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000349','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000349','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000349','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000350','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000350','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000350','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000351','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000351','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000352','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000352','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000352','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000352','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000353','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000353','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000353','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000353','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000354','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000354','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000354','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000355','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000356','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000357','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000357','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000358','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000358','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000358','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000359','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000359','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000359','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000359','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000359','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000360','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000360','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000360','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000361','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000362','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000363','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000363','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000364','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000364','1640','-9','-9','-9','1','-9','1','1'
'000000000364','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000365','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000366','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000366','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000368','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000368','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000369','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000369','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000369','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000370','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000370','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000371','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000372','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000373','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000373','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000374','5775','1','-9','-9','1','-9','-9','-9'
'000000000375','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000375','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000376','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000376','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000376','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000377','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000377','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000377','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000377','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000377','7160','-9','-9','-9','-9','-9','-9','-9'
'000000000378','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000378','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000378','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000379','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000381','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000382','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000382','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000382','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000382','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000382','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000383','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000383','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000383','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000384','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000384','8840','-9','-9','-9','-9','-9','-9','-9'
'000000000385','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000385','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000385','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000386','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000386','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000386','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000387','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000388','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000388','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000388','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000389','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000389','3360','-9','-9','-9','-9','-9','-9','-9'
'000000000389','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000389','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000390','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000390','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000391','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000391','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000391','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000392','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000392','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000392','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000393','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000393','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000394','5120','-9','-9','-9','-9','-9','-9','-9'
'000000000395','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000395','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000395','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000396','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000397','0720','-9','-9','-9','-9','-9','-9','-9'
'000000000397','1000','-9','-9','-9','-9','-9','-9','-9'
'000000000397','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000397','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000397','8280','-9','-9','-9','-9','-9','-9','-9'
'000000000398','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000398','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000398','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000399','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000400','1640','-9','-9','-9','-9','-9','-9','-9'
'000000000400','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000400','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000400','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000401','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000401','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000401','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000401','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000402','5680','-9','-9','-9','-9','-9','-9','-9'
'000000000402','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000402','7400','-9','-9','-9','-9','-9','-9','-9'
'000000000403','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000403','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000404','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000404','7360','-9','-9','-9','-9','-9','-9','-9'
'000000000405','1120','-9','-9','-9','-9','-9','-9','-9'
'000000000405','6480','-9','-9','-9','-9','-9','-9','-9'
'000000000406','6840','-9','-9','-9','-9','-9','-9','-9'
'000000000407','5775','-9','-9','-9','-9','-9','-9','-9'
'000000000407','6840','-9','-9','-9','-9','-9','-9','-9'
