CONTROL,SMSA,PWT,WEIGHT
'000000001181','1120',305.76015,332.86975745
'000000001181','1640',130.8343,132.21500849
'000000001181','5120',246.0386,278.973101
'000000001181','5680',131.9648,138.73834966
'000000001181','5775',188.917,211.10007891
'000000001181','6480',90.5129,91.128415202
'000000001181','6840',96.7736,115.3139577
'000000001181','7160',92.2085067,0
'000000001181','7360',150.6233,180.70663052
'000000001181','7400',123.1232,137.19527641
'000000001181','8280',238.897,272.20498239
'000000001181','8840',385.0634,422.75604214
'000000001182','0720',223.5291,219.12692071
'000000001182','1000',80.0639,86.247891433
'000000001182','1640',130.8343,141.01356665
'000000001182','3360',322.27002,549.07954418
'000000001182','5120',246.0386,278.973101
'000000001182','5680',131.9648,138.73834966
'000000001182','5775',188.917,230.53927948
'000000001182','6480',90.5129,98.858057563
'000000001182','6840',96.7736,115.3139577
'000000001182','7160',92.2085067,100.30703546
'000000001182','7360',150.6233,167.04481248
'000000001182','7400',123.1232,137.19527641
'000000001182','8280',238.897,278.96976048
'000000001182','8840',385.0634,448.15519397
'000000001183','0720',223.5291,246.96663942
'000000001183','1000',80.0639,88.270763087
'000000001183','1120',305.76015,332.86975745
'000000001183','1640',130.8343,133.47075656
'000000001183','3360',322.27002,0
'000000001183','5120',246.0386,278.973101
'000000001183','5680',131.9648,138.73834966
'000000001183','5775',188.917,230.53927948
'000000001183','6480',90.5129,102.48766556
'000000001183','6840',96.7736,0
'000000001183','7160',92.2085067,0
'000000001183','7360',150.6233,180.70663052
'000000001183','7400',123.1232,137.19527641
'000000001183','8280',238.897,0
'000000001183','8840',385.0634,422.75604214
'000000001184','0720',223.5291,243.28851723
'000000001184','1000',80.0639,83.521367454
'000000001184','1640',130.8343,150.96746547
'000000001184','3360',322.27002,380.48653523
'000000001184','5120',246.0386,278.973101
'000000001184','5680',131.9648,138.73834966
'000000001184','5775',188.917,230.53927948
'000000001184','6480',90.5129,112.94559062
'000000001184','6840',96.7736,115.3139577
'000000001184','7160',92.2085067,100.30703546
'000000001184','7360',150.6233,167.04481248
'000000001184','7400',123.1232,137.19527641
'000000001184','8280',238.897,278.96976048
'000000001184','8840',385.0634,448.15519397
'000000001185','0720',223.5291,246.96663942
'000000001185','1000',80.0639,88.270763087
'000000001185','1120',305.76015,332.86975745
'000000001185','1640',130.8343,144.14720146
'000000001185','3360',1289.08008,1383.451288
'000000001185','5120',246.0386,278.973101
'000000001185','5680',131.9648,138.73834966
'000000001185','5775',188.917,230.53927948
'000000001185','6480',90.5129,112.94559062
'000000001185','6840',96.7736,0
'000000001185','7160',92.2085067,100.30703546
'000000001185','7360',150.6233,180.70663052
'000000001185','7400',123.1232,137.19527641
'000000001185','8280',238.897,272.20498239
'000000001185','8840',385.0634,411.86260725
'000000001186','0720',223.5291,0
'000000001186','1000',80.0639,85.334230411
'000000001186','1120',305.76015,332.86975745
'000000001186','1640',130.8343,142.27089369
'000000001186','5120',246.0386,278.973101
'000000001186','5680',131.9648,138.73834966
'000000001186','5775',188.917,230.53927948
'000000001186','6480',90.5129,112.94559062
'000000001186','6840',96.7736,115.3139577
'000000001186','7160',92.2085067,95.318386832
'000000001186','7360',150.6233,167.04481248
'000000001186','7400',123.1232,137.19527641
'000000001186','8280',238.897,0
'000000001186','8840',385.0634,448.15519397
'000000001187','0720',223.5291,246.96663942
'000000001187','1000',80.0639,82.140848983
'000000001187','1640',130.8343,132.21500849
'000000001187','3360',322.27002,330.42251744
'000000001187','5120',246.0386,278.973101
'000000001187','5680',131.9648,138.73834966
'000000001187','5775',188.917,230.53927948
'000000001187','6480',90.5129,112.94559062
'000000001187','6840',96.7736,115.3139577
'000000001187','7160',92.2085067,95.318386832
'000000001187','7360',150.6233,180.70663052
'000000001187','7400',123.1232,137.19527641
'000000001187','8280',238.897,272.20498239
'000000001187','8840',385.0634,411.86260725
'000000001188','0720',223.5291,219.12692071
'000000001188','1000',80.0639,88.270763087
'000000001188','1120',305.76015,388.66172045
'000000001188','1640',130.8343,136.15102987
'000000001188','3360',322.27002,330.42251744
'000000001188','5120',246.0386,278.973101
'000000001188','5680',131.9648,133.44190691
'000000001188','5775',188.917,230.53927948
'000000001188','6480',90.5129,102.48766556
'000000001188','6840',96.7736,115.3139577
'000000001188','7160',92.2085067,95.318386832
'000000001188','7360',150.6233,167.04481248
'000000001188','7400',123.1232,137.19527641
'000000001188','8280',238.897,0
'000000001188','8840',385.0634,448.15519397
'000000001189','0720',223.5291,246.96663942
'000000001189','1000',80.0639,85.183102649
'000000001189','1120',305.76015,388.66172045
'000000001189','1640',130.8343,133.8633176
'000000001189','5120',246.0386,278.973101
'000000001189','5680',131.9648,138.73834966
'000000001189','5775',188.917,230.53927948
'000000001189','6480',90.5129,112.94559062
'000000001189','6840',96.7736,115.3139577
'000000001189','7160',92.2085067,105.9093187
'000000001189','7360',150.6233,0
'000000001189','7400',123.1232,137.19527641
'000000001189','8280',238.897,272.20498239
'000000001189','8840',385.0634,388.60515582
'000000001190','0720',223.5291,219.12692071
'000000001190','1000',80.0639,85.334230411
'000000001190','1120',305.76015,388.66172045
'000000001190','1640',130.8343,135.99975095
'000000001190','5120',246.0386,278.973101
'000000001190','5680',131.9648,138.73834966
'000000001190','5775',188.917,230.53927948
'000000001190','6480',90.5129,112.94559062
'000000001190','6840',96.7736,115.3139577
'000000001190','7160',92.2085067,105.9093187
'000000001190','7360',150.6233,167.04481248
'000000001190','7400',123.1232,137.19527641
'000000001190','8280',238.897,0
'000000001190','8840',385.0634,448.15519397
'000000001191','0720',223.5291,246.96663942
'000000001191','1000',80.0639,88.203965594
'000000001191','1640',130.8343,137.51715506
'000000001191','5120',246.0386,278.973101
'000000001191','5680',131.9648,138.73834966
'000000001191','5775',188.917,230.53927948
'000000001191','6480',90.5129,0
'000000001191','6840',96.7736,115.3139577
'000000001191','7160',92.2085067,105.9093187
'000000001191','7360',150.6233,180.70663052
'000000001191','7400',123.1232,137.19527641
'000000001191','8280',238.897,272.20498239
'000000001191','8840',385.0634,388.60515582
'000000001192','0720',223.5291,243.28851723
'000000001192','1000',80.0639,84.96712282
'000000001192','1640',130.8343,142.69583376
'000000001192','5120',246.0386,278.973101
'000000001192','5680',131.9648,138.73834966
'000000001192','5775',188.917,230.53927948
'000000001192','6480',90.5129,112.94559062
'000000001192','6840',96.7736,115.3139577
'000000001192','7160',92.2085067,105.9093187
'000000001192','7360',150.6233,167.04481248
'000000001192','7400',123.1232,137.19527641
'000000001192','8280',238.897,477.84702084
'000000001192','8840',385.0634,0
'000000001193','0720',223.5291,246.96663942
'000000001193','1000',80.0639,90.354933882
'000000001193','1120',305.76015,390.53776794
'000000001193','1640',130.8343,146.3004871
'000000001193','3360',322.27002,363.46476918
'000000001193','5120',246.0386,278.973101
'000000001193','5680',131.9648,138.73834966
'000000001193','5775',188.917,230.53927948
'000000001193','6480',90.5129,0
'000000001193','6840',96.7736,115.3139577
'000000001193','7360',150.6233,0
'000000001193','7400',123.1232,137.19527641
'000000001193','8280',238.897,272.20498239
'000000001193','8840',385.0634,411.86260725
'000000001194','0720',223.5291,243.28851723
'000000001194','1000',80.0639,93.341873845
'000000001194','1120',305.76015,390.53776794
'000000001194','1640',130.8343,0
'000000001194','3360',322.27002,382.05103579
'000000001194','5120',246.0386,278.973101
'000000001194','5680',131.9648,138.73834966
'000000001194','5775',188.917,0
'000000001194','6480',90.5129,112.94559062
'000000001194','6840',96.7736,115.3139577
'000000001194','7160',92.2085067,101.04366244
'000000001194','7360',150.6233,167.04481248
'000000001194','7400',123.1232,137.19527641
'000000001194','8280',238.897,0
'000000001194','8840',385.0634,448.15519397
'000000001195','0720',223.5291,246.96663942
'000000001195','1000',80.0639,88.203965594
'000000001195','1640',130.8343,147.92828149
'000000001195','5120',246.0386,278.973101
'000000001195','5680',131.9648,140.0976772
'000000001195','5775',188.917,230.53927948
'000000001195','6480',90.5129,112.94559062
'000000001195','6840',96.7736,101.47628278
'000000001195','7160',92.2085067,101.04366244
'000000001195','7360',150.6233,180.70663052
'000000001195','7400',123.1232,137.19527641
'000000001195','8280',238.897,272.20498239
'000000001195','8840',385.0634,411.86260725
'000000001196','0720',223.5291,243.28851723
'000000001196','1000',80.0639,85.334230411
'000000001196','1640',130.8343,133.47075656
'000000001196','3360',322.27002,0
'000000001196','5120',246.0386,253.85748357
'000000001196','5680',131.9648,140.0976772
'000000001196','5775',188.917,230.53927948
'000000001196','6480',90.5129,112.94559062
'000000001196','6840',96.7736,115.3139577
'000000001196','7160',92.2085067,101.04366244
'000000001196','7360',150.6233,167.04481248
'000000001196','7400',123.1232,0
'000000001196','8280',238.897,420.01579217
'000000001196','8840',385.0634,0
'000000001197','0720',223.5291,0
'000000001197','1000',80.0639,83.297762349
'000000001197','1120',305.76015,390.53776794
'000000001197','1640',130.8343,134.60385907
'000000001197','3360',322.27002,0
'000000001197','5120',246.0386,253.85748357
'000000001197','5680',131.9648,140.0976772
'000000001197','5775',188.917,230.53927948
'000000001197','6480',90.5129,112.94559062
'000000001197','6840',96.7736,115.3139577
'000000001197','7160',92.2085067,101.04366244
'000000001197','7360',150.6233,180.70663052
'000000001197','7400',123.1232,137.19527641
'000000001197','8280',238.897,272.20498239
'000000001197','8840',385.0634,411.86260725
'000000001198','0720',223.5291,0
'000000001198','1000',80.0639,148.0133048
'000000001198','1640',130.8343,132.22696245
'000000001198','5120',246.0386,253.85748357
'000000001198','5680',131.9648,140.0976772
'000000001198','5775',188.917,0
'000000001198','6480',90.5129,112.94559062
'000000001198','6840',96.7736,115.3139577
'000000001198','7160',92.2085067,101.04366244
'000000001198','7360',150.6233,0
'000000001198','7400',123.1232,137.19527641
'000000001198','8280',238.897,278.96976048
'000000001198','8840',385.0634,0
'000000001199','0720',223.5291,235.78772015
'000000001199','1000',80.0639,82.140848983
'000000001199','1120',305.76015,390.53776794
'000000001199','1640',130.8343,143.34967445
'000000001199','3360',322.27002,330.42251744
'000000001199','5120',246.0386,253.85748357
'000000001199','5680',131.9648,140.0976772
'000000001199','5775',188.917,230.53927948
'000000001199','6480',90.5129,0
'000000001199','6840',96.7736,101.47628278
'000000001199','7160',92.2085067,101.04366244
'000000001199','7360',150.6233,180.70663052
'000000001199','7400',123.1232,137.19527641
'000000001199','8280',238.897,0
'000000001199','8840',385.0634,411.86260725
'000000001200','0720',223.5291,0
'000000001200','1000',80.0639,82.140848983
'000000001200','1120',305.76015,390.53776794
'000000001200','1640',130.8343,140.78729482
'000000001200','5120',246.0386,253.85748357
'000000001200','5680',131.9648,140.0976772
'000000001200','5775',188.917,230.53927948
'000000001200','6480',90.5129,0
'000000001200','6840',96.7736,101.47628278
'000000001200','7160',92.2085067,101.04366244
'000000001200','7360',150.6233,167.04481248
'000000001200','7400',123.1232,137.19527641
'000000001200','8280',238.897,0
'000000001200','8840',385.0634,412.96975725
'000000001201','0720',223.5291,235.78772015
'000000001201','1000',80.0639,86.395141691
'000000001201','1120',305.76015,390.53776794
'000000001201','1640',130.8343,0
'000000001201','3360',322.27002,382.05103579
'000000001201','5120',246.0386,0
'000000001201','5680',131.9648,140.0976772
'000000001201','5775',188.917,0
'000000001201','6480',90.5129,87.108221419
'000000001201','6840',96.7736,101.47628278
'000000001201','7160',92.2085067,101.04366244
'000000001201','7360',150.6233,180.70663052
'000000001201','7400',123.1232,137.19527641
'000000001201','8280',238.897,237.78982365
'000000001201','8840',385.0634,411.86260725
'000000001202','0720',223.5291,243.28851723
'000000001202','1000',80.0639,83.634318965
'000000001202','1120',305.76015,311.39553597
'000000001202','1640',130.8343,141.6842096
'000000001202','3360',322.27002,364.60415718
'000000001202','5120',246.0386,253.85748357
'000000001202','5680',131.9648,140.0976772
'000000001202','5775',188.917,230.53927948
'000000001202','6480',90.5129,87.108221419
'000000001202','6840',96.7736,101.47628278
'000000001202','7160',92.2085067,97.073516266
'000000001202','7360',150.6233,167.04481248
'000000001202','7400',123.1232,137.19527641
'000000001202','8280',238.897,436.84592437
'000000001202','8840',385.0634,445.05176862
'000000001203','0720',223.5291,0
'000000001203','1000',80.0639,85.334230411
'000000001203','1640',130.8343,0
'000000001203','5120',246.0386,253.85748357
'000000001203','5680',131.9648,140.0976772
'000000001203','5775',188.917,230.53927948
'000000001203','6480',90.5129,87.108221419
'000000001203','6840',96.7736,101.47628278
'000000001203','7160',92.2085067,97.073516266
'000000001203','7360',150.6233,180.70663052
'000000001203','7400',123.1232,137.19527641
'000000001203','8280',238.897,237.78982365
'000000001203','8840',385.0634,0
'000000001204','0720',223.5291,243.28851723
'000000001204','1000',80.0639,86.052317983
'000000001204','1120',305.76015,357.16133815
'000000001204','1640',130.8343,134.93734247
'000000001204','5120',246.0386,0
'000000001204','5680',131.9648,140.0976772
'000000001204','5775',188.917,219.12658988
'000000001204','6480',90.5129,90.334451842
'000000001204','6840',96.7736,101.47628278
'000000001204','7360',150.6233,0
'000000001204','7400',123.1232,144.84277045
'000000001204','8280',238.897,0
'000000001204','8840',385.0634,438.18190955
'000000001205','0720',223.5291,235.78772015
'000000001205','1000',80.0639,0
'000000001205','1640',130.8343,143.11536323
'000000001205','5120',246.0386,253.85748357
'000000001205','5680',131.9648,140.0976772
'000000001205','5775',188.917,219.12658988
