CONTROL,SMSA,RMOV,XUNIT,XTEN,XCOND,XCOOP,XPER,XHEAD,XREL,XCOST,XINUS,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000003131','6480',2,'1','2','3','-6',4,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000003131','7360',1,'2','2','3','-6',-7,'1','-6','1','-9','1','-9','-9','-9','1','-9'
'000000003131','7400',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003131','8280',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003132','5680',1,'1','1','3','-6',3,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000003132','8280',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003133','1640',1,'1','1','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003133','5775',1,'2','2','4','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003133','5775',2,'4','-6','-6','-6',-6,'-6','-6','-6','-9','2','-9','-9','-9','1','-9'
'000000003133','5775',3,'2','2','4','-6',3,'1','-6','2','-9','3','-9','-9','-9','-9','-9'
'000000003134','0720',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003134','5680',1,'2','2','3','-6',7,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003134','7360',1,'2','2','4','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003134','8280',1,'2','2','3','-6',-7,'-9','-6','2','-9','1','-9','-9','-9','1','-9'
'000000003134','8840',1,'1','1','3','-6',2,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000003135','1120',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003135','3360',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003135','7400',1,'1','2','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003135','7400',2,'1','2','3','-6',5,'2','1','3','-9','2','-9','-9','-9','-9','-9'
'000000003135','7400',3,'2','2','4','-6',-7,'-7','-6','2','-9','3','-9','-9','-9','-9','-9'
'000000003135','8280',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003135','8840',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003136','6840',1,'-7','2','3','-6',-7,'-7','-6','4','-9','1','-9','1','-9','-9','-9'
'000000003136','7400',1,'1','1','4','-6',-7,'-7','-6','4','-9','1','-9','1','1','-9','-9'
'000000003137','0720',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003137','5120',1,'1','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003137','7360',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003138','5680',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003138','5775',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003138','6480',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003139','5775',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003139','6480',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003140','1120',1,'1','1','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003140','5680',1,'1','2','3','-6',3,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000003140','6840',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003140','7360',1,'1','3','3','-6',2,'1','-6','1','-9','1','-9','1','-9','-9','-9'
'000000003140','7400',1,'1','2','4','-6',3,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000003140','7400',2,'2','2','4','-6',-7,'2','2','3','-9','2','-9','-9','-9','1','-9'
'000000003140','8840',1,'2','2','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003141','5775',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003141','7160',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003141','7360',1,'1','1','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003141','8840',1,'1','1','3','-6',4,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000003142','1120',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003142','1640',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003142','3360',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003142','5680',1,'1','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003142','7160',1,'1','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003142','8280',1,'2','2','3','-6',-7,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003144','1640',1,'1','2','3','-6',2,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000003144','5775',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003144','6480',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003144','7360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003144','8840',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003144','8840',2,'1','2','3','-6',5,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000003145','0720',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003145','1000',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003145','1000',2,'2','2','3','-6',2,'1','-6','3','-9','2','-9','-9','-9','-9','-9'
'000000003145','5680',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003145','7360',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003145','7400',1,'1','1','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003146','0720',1,'1','2','4','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003146','5120',1,'3','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003146','6480',1,'2','2','2','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003146','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003146','7360',2,'1','2','3','-6',4,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000003146','7360',3,'2','2','3','-6',2,'1','-6','1','-9','3','-9','-9','-9','-9','-9'
'000000003146','7400',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003146','8280',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003146','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003146','8840',2,'2','2','3','-6',2,'1','-6','4','-9','2','-9','-9','-9','-9','-9'
'000000003147','7160',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003147','7360',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003148','1120',1,'1','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003148','7360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003148','8280',1,'3','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003149','7360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003150','5120',1,'1','3','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003150','5775',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003150','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003151','6840',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003152','5680',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003152','6480',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003152','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003153','5120',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003154','1000',1,'2','3','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003154','5120',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003154','5120',2,'2','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000003154','7400',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003155','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003155','5775',1,'1','1','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003155','8280',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003155','8840',1,'1','2','4','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003156','5680',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003156','7400',1,'2','2','2','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003156','8840',1,'2','2','3','-6',-7,'1','-6','3','-9','1','-9','-9','-9','1','-9'
'000000003157','5775',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003157','6840',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003157','7360',1,'2','2','-8','-6',1,'1','-6','1','-9','1','-9','1','-9','-9','1'
'000000003157','8840',1,'1','2','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003158','1120',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003158','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003158','6840',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003158','7160',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003158','7400',1,'3','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003158','8840',1,'2','2','3','-6',8,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003159','0720',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003159','1640',1,'1','2','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003159','6840',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003159','7160',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003159','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003160','3360',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003160','7400',1,'2','1','2','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003160','8840',1,'1','2','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003161','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003161','7160',1,'1','1','3','-6',6,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003161','7360',1,'1','3','3','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003161','8840',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003162','0720',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003162','5680',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003162','7160',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003162','7400',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003162','8280',1,'2','1','2','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003163','1000',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003163','7400',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003164','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003164','5120',2,'2','2','3','-6',2,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000003164','5680',1,'2','2','3','-6',3,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000003164','5680',2,'4','-6','-6','-6',-6,'-6','-6','-6','-9','2','-9','-9','-9','1','-9'
'000000003165','7360',1,'2','2','3','-6',-7,'-9','-6','1','-9','1','-9','-9','-9','1','-9'
'000000003165','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003165','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003166','5120',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003166','5680',1,'2','2','4','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003167','5775',1,'2','2','3','-6',2,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000003167','5775',2,'2','2','3','-6',1,'1','-6','3','-9','2','-9','-9','-9','-9','1'
'000000003167','5775',3,'-6','-6','-6','-6',-6,'-6','-6','-6','1','3','-9','-9','-9','1','-9'
'000000003167','7360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003167','8840',1,'1','3','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003168','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003168','3360',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003168','3360',2,'1','2','3','-6',3,'2','1','3','-9','2','-9','-9','-9','-9','-9'
'000000003168','5680',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003168','5775',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003168','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003169','1000',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003169','7360',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003170','0720',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003170','0720',2,'1','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000003170','1640',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003170','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003170','6840',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003170','7400',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003170','8840',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003171','1640',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003171','3360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003171','3360',2,'2','2','3','-6',2,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000003171','7360',1,'1','2','3','-6',3,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000003171','7360',2,'1','2','3','-6',2,'2','2','3','-9','2','-9','-9','-9','-9','-9'
'000000003172','0720',1,'2','2','4','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003172','6480',1,'2','2','3','-6',3,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000003172','6840',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003172','7360',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003173','1000',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003173','5775',1,'2','2','2','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003173','7360',1,'1','1','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003173','8840',1,'1','1','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003173','8840',2,'1','1','3','-6',3,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000003173','8840',3,'2','2','3','-6',3,'2','2','2','-9','3','-9','-9','-9','-9','-9'
'000000003174','0720',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003174','7360',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003174','7400',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003174','8840',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003175','3360',1,'1','3','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003175','8840',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003176','0720',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003176','6840',1,'2','2','4','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003176','7160',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003177','3360',1,'2','2','3','-6',7,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000003177','5680',1,'1','2','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003177','5775',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003177','6840',1,'2','3','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003178','1640',1,'1','1','3','-6',2,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000003178','3360',1,'1','2','3','-6',6,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003178','5120',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003178','5120',2,'2','2','3','-6',2,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000003178','5680',1,'1','2','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003178','5680',2,'1','1','4','-6',-7,'-7','-6','4','-9','2','-9','1','1','-9','-9'
'000000003179','0720',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003179','1000',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003179','1640',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003179','5120',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003179','7360',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003179','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003180','1000',1,'2','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003180','6840',1,'1','1','3','-6',5,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000003180','7160',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003180','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003180','8840',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003181','6840',1,'1','2','3','-6',6,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003182','0720',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003182','6840',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003182','6840',2,'2','2','3','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000003182','7160',1,'1','1','3','-6',-7,'1','-6','2','-9','1','-9','-9','-9','1','-9'
'000000003182','7360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003182','7400',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003183','5680',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003183','6840',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003183','7360',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003183','8840',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003184','0720',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003184','5775',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003184','6840',1,'2','2','1','1',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003184','7360',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003184','7400',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003185','1000',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003185','5680',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003185','7160',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003185','7360',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003185','7400',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003185','8280',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003186','1120',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003186','3360',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003186','5680',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003186','7160',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003186','7160',2,'1','1','3','-6',3,'2','1','3','-9','2','-9','-9','-9','-9','-9'
'000000003187','0720',1,'1','2','2','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003187','5680',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003187','6840',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003187','6840',2,'1','3','3','-6',3,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000003187','6840',3,'2','2','3','-6',2,'1','-6','2','-9','3','-9','-9','-9','-9','-9'
'000000003187','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003188','5680',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
