CONTROL,SMSA,PERSON,PASS,TRAN,TIMEJ,DISTJ,WHHRW,WHHRB,AMPM,HJOB,VEHCL,WHDY,WHOME,WINUS,WTIME,JTRAN,JVEHCL,JPASS,JTIMEJ,JDISTJ,JWTIME,JWHHRW,JWHHRB,JWHDY
'000000006480','3360',1,-6,1,7,5,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006480','3360',2,-6,2,5,3,-6,0,'1','1','1','-6','2','-9','0750','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006486','3360',1,-6,1,45,18,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006486','3360',2,-6,1,10,5,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006486','3360',3,-6,1,13,6,-6,0,'1','1','1','-6','2','-9','0740','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006493','1120',1,-6,4,60,10,-6,0,'1','1','-6','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006500','3360',1,2,2,60,35,-6,0,'1','1','2','-6','2','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006500','3360',3,-6,2,40,26,-6,2,'1','1','1','-6','2','-9','0545','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006500','3360',4,-6,1,10,7,-6,2,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006511','3360',4,6,2,30,21,-6,0,'1','1','2','-6','2','-9','0600','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006519','3360',1,-6,2,17,10,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006522','3360',1,-6,2,10,6,-6,-7,'-7','1','1','-6','-7','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000006522','3360',2,-6,1,10,6,-6,40,'-7','1','1','-6','-7','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000006537','3360',1,-6,1,60,24,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006544','3360',1,-6,2,60,30,-6,2,'1','1','1','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006560','3360',1,-6,2,5,2,-6,0,'1','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006560','3360',2,-6,2,30,20,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006565','3360',2,-6,3,30,20,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006572','3360',1,-6,2,20,15,-6,2,'1','2','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006577','3360',2,-6,1,10,4,-6,0,'2','1','1','-6','2','-9','1230','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006577','3360',3,-6,1,25,25,-6,0,'1','1','1','-6','2','-9','0330','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006577','3360',4,-6,1,15,6,-6,0,'2','1','1','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006592','1120',2,-6,1,2,0,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006593','3360',1,-6,2,5,2,-6,0,'-7','2','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000006595','3360',1,-6,1,8,2,-6,2,'1','1','1','-6','2','-9','0620','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006595','3360',2,-6,2,15,5,-6,2,'1','1','1','-6','2','-9','0915','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006599','3360',2,-6,1,80,70,-6,2,'1','2','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006599','3360',3,-6,1,30,30,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000006601','3360',4,-6,10,7,1,-6,2,'-7','1','-6','-6','2','-9','-7','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000006602','3360',1,-6,2,15,5,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006617','3360',1,-6,2,15,15,-6,0,'2','1','1','-6','2','-9','0240','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006619','3360',1,-6,1,10,10,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006619','3360',3,-6,3,7,5,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006619','3360',7,-6,3,25,12,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006619','3360',8,-6,2,25,12,-6,0,'2','1','1','-6','2','-9','0230','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006623','3360',1,2,3,10,1,-6,0,'1','2','2','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006633','3360',2,-6,2,18,12,-6,0,'1','1','1','-6','2','-9','0610','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006638','3360',1,2,2,50,28,5,2,'1','1','2','0','1','-9','0620','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006638','3360',2,-6,2,30,24,5,2,'1','1','1','0','1','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006642','3360',3,-6,2,15,15,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006652','3360',1,-6,1,15,7,-6,0,'2','1','1','-6','2','-9','0230','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006654','3360',1,-6,1,40,25,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006656','3360',1,-6,1,15,13,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006656','3360',2,-6,1,30,16,-6,20,'2','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006661','3360',1,-6,1,30,16,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006661','3360',2,-6,1,15,8,-6,0,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006671','3360',1,-6,2,10,7,-6,0,'2','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006671','3360',2,-6,3,10,7,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006691','3360',1,-6,1,25,20,-6,0,'1','1','1','-6','2','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006693','3360',1,-6,1,15,14,-6,1,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006693','3360',2,-6,2,15,14,-6,1,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006698','3360',1,-6,1,15,15,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006698','3360',2,-6,2,20,20,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006702','3360',1,-6,1,20,20,-6,0,'-7','1','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000006702','3360',3,-6,1,20,20,-6,0,'-7','1','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000006716','3360',2,-6,2,25,17,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006718','3360',1,-6,1,5,3,-6,2,'1','1','1','-6','2','-9','0740','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006718','3360',2,-6,1,5,3,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006718','3360',7,-6,1,60,36,-6,2,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006733','3360',1,-6,2,20,20,18,0,'1','2','1','0','1','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006734','3360',2,-6,1,40,30,-6,2,'1','1','1','-6','2','-9','0240','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006736','3360',1,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006740','3360',1,-6,1,45,30,-6,0,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006740','3360',2,-6,1,20,15,-6,20,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006742','3360',2,-6,2,5,1,-6,0,'1','1','1','-6','2','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006743','1120',1,-6,1,20,5,2,0,'1','1','1','0','1','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006754','3360',1,-6,2,20,12,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006756','3360',1,-6,2,3,3,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006758','3360',1,-6,2,60,60,-6,0,'2','1','1','-6','2','-9','0500','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006761','3360',1,2,1,40,30,-6,2,'1','1','2','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006761','3360',2,-6,1,30,30,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006763','3360',1,-6,4,60,20,-6,2,'1','1','-6','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006763','3360',2,-6,1,15,8,-6,2,'1','2','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006773','1120',1,-6,11,5,0,-6,0,'1','1','-6','-6','2','-9','0950','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006778','3360',1,-6,12,996,996,40,40,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000006778','3360',2,-6,1,5,5,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006783','3360',1,-6,2,30,20,3,0,'1','2','1','0','1','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006783','3360',2,-6,2,30,20,-6,-7,'1','1','1','-6','-7','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006785','3360',3,-6,2,35,23,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006796','3360',1,-6,1,60,35,-6,0,'2','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006796','3360',2,-6,1,60,12,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006796','3360',3,-6,1,10,5,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006796','3360',4,-6,1,30,17,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006798','1120',1,-6,1,7,5,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006800','1120',2,-6,1,5,2,-6,0,'2','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006800','3360',1,-6,1,5,3,-6,2,'1','1','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000006801','1120',1,-6,1,25,8,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006803','1120',1,-6,1,15,4,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006803','1120',2,-6,1,20,5,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006805','1120',1,-6,1,60,49,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006805','1120',2,-6,1,45,44,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006806','1120',2,-6,1,5,3,-7,0,'1','2','1','0','1','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006807','1120',1,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006807','1120',2,-6,1,45,35,-6,1,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006808','1120',1,-6,1,50,17,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006808','1120',2,-6,1,45,17,-6,2,'2','1','1','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006810','3360',2,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006814','3360',1,-6,2,30,30,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006815','1120',1,-6,3,25,10,1,0,'-7','1','1','0','1','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006815','1120',2,-6,5,60,8,-6,0,'1','1','-6','-6','2','-9','0100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006815','1120',4,-6,5,30,12,-6,0,'1','1','-6','-6','2','-9','0100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006816','1120',1,-6,1,10,7,-6,2,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006816','1120',2,-6,1,10,7,-6,2,'1','1','1','-6','2','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006816','1120',3,-6,1,35,17,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006816','3360',4,-6,1,20,15,-6,0,'1','1','1','-6','2','-9','0300','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006818','1120',1,-6,1,15,5,-6,40,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006818','1120',2,-6,1,20,5,3,30,'1','1','1','0','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006818','1120',3,-6,1,20,5,-6,40,'-7','2','1','-6','2','-9','-7','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006820','1120',1,-6,1,15,7,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006820','1120',2,-6,1,5,3,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006821','1120',2,-6,1,40,10,40,0,'1','1','1','0','1','-9','0715','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006821','3360',1,-6,1,55,35,4,2,'1','2','1','0','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006821','3360',2,-6,3,90,57,12,2,'1','2','1','0','1','-9','0600','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006823','1120',1,-6,1,50,35,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006823','1120',2,2,1,40,35,-6,0,'1','1','2','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006823','1120',3,-6,4,40,7,-6,0,'1','1','-6','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006824','1120',1,-6,1,40,20,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006827','1120',1,-6,1,50,20,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006827','1120',2,-6,12,996,996,25,25,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000006834','3360',2,-6,2,15,5,-6,0,'1','1','1','-6','2','-9','0740','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006836','1120',1,-6,1,90,50,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006836','1120',2,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006839','1120',2,2,2,60,30,-6,0,'1','1','2','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006839','1120',3,2,1,60,30,-6,0,'1','1','2','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006840','1120',1,-6,1,70,50,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006841','3360',2,-6,2,45,35,-6,0,'2','1','1','-6','2','-9','1100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006842','1120',1,-6,3,30,30,-6,0,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006842','1120',2,-6,2,60,45,-6,10,'1','2','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006843','3360',1,-6,1,15,5,-6,0,'1','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006843','3360',4,-6,1,5,1,-6,0,'2','1','1','-6','2','-9','0100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006845','1120',1,-6,1,5,2,-6,0,'1','1','1','-6','2','-9','0750','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006845','1120',2,-6,1,5,2,-6,0,'1','1','1','-6','2','-9','0650','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006848','1120',1,-6,1,15,10,-6,2,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006848','1120',2,-6,1,15,10,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006849','1120',1,-6,1,50,18,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006849','1120',2,-6,12,996,996,40,0,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000006850','1120',1,-6,1,60,30,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006851','1120',1,-6,1,30,9,20,0,'1','1','1','1','1','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006852','1120',1,-6,1,45,35,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006852','3360',2,-6,1,20,4,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006852','3360',3,-6,1,20,4,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000006853','1120',1,-6,1,55,20,10,0,'1','1','1','3','1','-9','0100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006853','1120',2,-6,1,20,7,3,3,'1','1','1','0','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006854','1120',2,-6,1,25,18,-6,0,'1','2','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006856','1120',1,-6,1,15,15,-6,45,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000006860','1120',3,-6,1,15,3,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006861','1120',1,-6,2,20,15,-6,1,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006863','1120',1,-6,12,996,996,20,0,'-6','1','-6','6','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000006863','1120',2,-6,12,996,996,35,0,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000006863','1120',3,-6,12,996,996,12,0,'-6','1','-6','0','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000006865','1120',2,-6,1,50,44,-6,0,'-7','1','1','-6','2','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006866','1120',1,-6,1,12,10,22,0,'1','1','1','2','1','-9','0845','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006867','1120',1,-6,1,30,20,-6,2,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006868','1120',1,-6,4,40,9,-6,0,'1','1','-6','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006868','1120',2,-6,1,25,15,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006869','1120',2,-6,1,50,18,-7,25,'1','1','1','0','1','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006870','1120',1,-6,12,996,996,50,0,'-6','1','-6','4','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000006870','3360',2,-6,2,15,6,-6,2,'1','1','1','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006871','1120',1,-6,1,35,7,15,15,'1','1','1','2','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006872','1120',1,-6,1,35,30,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006872','3360',1,-6,1,60,20,-6,2,'2','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006872','3360',2,-6,2,45,14,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006874','1120',1,-6,1,10,6,-6,0,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006874','1120',2,-6,1,25,13,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006875','1120',1,-6,1,10,8,7,0,'1','1','1','0','1','-9','0445','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006875','1120',2,-6,1,5,3,2,0,'1','1','1','0','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006876','1120',2,-6,1,35,30,-6,0,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006878','1120',1,2,1,60,40,-6,2,'1','1','2','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006878','1120',2,-6,1,8,8,-6,2,'1','1','1','-6','2','-9','1100','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000006890','3360',1,-6,1,45,25,-6,0,'1','1','1','-6','2','-9','-8','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006890','3360',2,-6,1,15,5,-6,0,'1','1','1','-6','2','-9','-8','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006891','3360',2,-6,2,12,6,-6,0,'1','1','1','-6','2','-9','0403','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006893','1120',2,-6,2,25,20,-6,0,'1','1','1','-6','2','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006893','1120',3,2,1,10,8,-6,0,'2','1','2','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006893','3360',2,-6,2,7,7,-6,0,'1','1','1','-6','2','-9','0704','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006893','3360',3,-6,2,50,40,-6,0,'1','1','1','-6','2','-9','0503','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006897','3360',1,-6,1,20,12,-6,0,'2','1','1','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006897','3360',2,-6,1,20,15,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006899','1120',1,-6,11,5,0,-6,0,'1','1','-6','-6','2','-9','0740','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006903','1120',1,-6,1,30,25,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006903','1120',2,-6,11,1,0,-6,0,'1','1','-6','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006904','1120',1,-6,1,5,4,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006905','1120',1,-6,1,60,60,20,16,'1','2','1','2','1','-9','0800','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000006909','3360',1,-6,2,20,8,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006909','3360',2,-6,1,25,12,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006909','3360',3,-6,11,2,0,-6,0,'2','1','-6','-6','2','-9','1200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006911','1120',1,-6,1,4,0,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006911','1120',2,-6,1,15,6,-6,2,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006911','1120',3,-6,5,30,10,-6,0,'1','1','-6','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006911','1120',4,-6,1,10,10,-6,2,'2','1','1','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006911','1120',5,-6,4,60,15,-6,2,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006912','1120',1,-6,1,15,7,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006912','1120',2,-6,1,15,6,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006912','1120',3,-6,1,5,2,-6,0,'2','1','1','-6','2','-9','0300','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006912','1120',4,-6,1,25,7,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000006912','1120',5,-6,1,6,5,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
