CONTROL,SMSA,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000009616','3360','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009622','3360','-9',4,'3','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009629','3360','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009650','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009654','3360','-9',5,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009656','3360','-9',3,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009656','3360','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000009659','3360','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009660','3360','-9',3,'3','-6','3','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009667','3360','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009669','3360','-9',2,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000009672','3360','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009677','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009679','3360','-9',3,'3','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000009682','3360','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009683','3360','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000045930','5000','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000045941','5000','-9',4,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000045956','5000','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000046280','5000','-9',3,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000046360','5000','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000046374','5000','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000046381','5000','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000046403','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000046445','5000','-9',2,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'000000046493','5000','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000046497','5000','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000046507','5000','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000046522','5000','-9',4,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000046626','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000046636','5000','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000046641','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000046641','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000046649','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000046665','5000','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000046667','5000','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000046723','5000','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000046728','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000046829','5000','-9',2,'2','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000046850','5000','-9',3,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000046850','5000','-9',1,'2','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000046865','5000','-9',5,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000046875','5000','-9',5,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000046912','5000','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000046929','5000','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000046942','5000','-9',3,'2','-6','1','2','1','3','2',1,'1','-9','-9','-9','-9','-9'
'000000046944','5000','-9',4,'3','-6','1','2','2','1','3',1,'1','-9','-9','-9','-9','-9'
'000000046952','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000046969','5000','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000046972','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000047031','5000','-9',3,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000047040','5000','-9',8,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000047067','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000047075','5000','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000047081','5000','-9',1,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000047111','5000','-9',2,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000047116','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000047120','5000','-9',1,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000047120','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000047144','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000047146','5000','-9',2,'2','-6','4','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000047161','5000','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000047221','5000','-9',4,'2','-6','2','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000047284','5000','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000047355','5000','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000047357','5000','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000047359','5000','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051122','5000','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051129','5000','-9',4,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051131','5000','-9',2,'4','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051137','5000','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051140','5000','-9',5,'4','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051141','5000','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051145','5000','-9',2,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051148','5000','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051149','5000','-9',-7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051153','5000','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051160','5000','-9',5,'4','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051161','5000','-9',5,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051164','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000051164','5000','-9',-7,'3','-6','1','1','-6','3','1',2,'2','-9','-9','-9','-9','-9'
'000000051171','5000','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051174','5000','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051176','5000','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051177','5000','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051178','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000051179','5000','-9',3,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051179','5000','-9',2,'3','-6','3','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'000000051184','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051186','5000','-9',3,'4','-6','1','2','-8','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051188','5000','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051193','5000','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000051196','5000','-9',4,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051204','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051206','5000','-9',3,'2','-6','1','2','1','1','2',1,'1','-9','-9','-9','-9','-9'
'000000051210','5000','-9',-7,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','1','-9'
'000000051211','5000','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051212','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000051217','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051224','5000','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051231','5000','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051237','5000','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051243','5000','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000051247','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051248','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051250','5000','-9',5,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051252','5000','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051254','5000','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051255','5000','-9',3,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051256','5000','-9',3,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051257','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000051258','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051260','5000','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051261','5000','-9',2,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000051261','5000','-9',2,'2','-6','1','1','-6','2','-7',2,'2','-9','-9','-9','-9','-9'
'000000051262','5000','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051263','5000','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051266','5000','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051266','5000','-9',2,'3','-6','-7','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000051268','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051269','5000','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051297','5000','-9',2,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051305','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000051308','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051316','5000','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051326','5000','-9',2,'3','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000051331','5000','-9',1,'2','-6','3','1','-6','3','2',1,'1','-9','-9','-9','-9','1'
'000000051333','5000','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051335','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000051339','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051351','5000','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051356','5000','-9',2,'3','-6','4','1','-6','3','1',1,'1','-9','1','-9','-9','-9'
'000000051363','5000','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051371','5000','-9',4,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051375','5000','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051375','5000','-9',3,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000051381','5000','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051382','5000','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051390','5000','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051400','5000','-9',-7,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000051403','5000','-9',5,'3','-6','4','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051412','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051420','5000','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051420','5000','-9',3,'3','-6','1','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'000000051423','5000','-9',1,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000051423','5000','-9',-7,'3','-6','-7','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000051427','5000','-9',4,'3','-6','3','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051434','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051447','5000','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051453','5000','-9',1,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000051455','5000','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051456','5000','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051457','5000','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051461','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051462','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000051465','5000','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051469','5000','-9',2,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000051472','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051477','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051481','5000','-9',2,'1','1','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051486','5000','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051493','5000','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051496','5000','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051508','5000','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051526','5000','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051536','5000','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051537','5000','-9',2,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051544','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000051546','5000','-9',2,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051547','5000','-9',2,'2','-6','1','2','2','1','2',1,'1','-9','-9','-9','-9','-9'
'000000051549','5000','-9',3,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051553','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000051557','5000','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051558','5000','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000051562','5000','-9',3,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051566','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051568','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000051570','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000051571','5000','-9',6,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051571','5000','-9',4,'3','-6','1','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'000000051575','5000','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051575','5000','-9',2,'3','-6','1','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'000000051577','5000','-9',2,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051582','5000','-9',1,'2','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000051582','5000','-9',1,'3','-6','3','1','-6','1','1',2,'2','-9','-9','-9','-9','1'
'000000051585','5000','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051585','5000','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000051591','5000','-9',-7,'4','-6','-7','-7','-6','2','-7',1,'1','-9','-9','-9','-9','-9'
'000000051591','5000','-9',-7,'4','-6','-7','-7','-6','2','-7',2,'2','-9','1','-9','-9','-9'
'000000051592','5000','-9',4,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000051597','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000051598','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000051602','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051610','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000051618','5000','-9',-7,'4','-6','-9','-9','-6','1','2',1,'1','-9','-9','-9','1','-9'
'000000051620','5000','-9',1,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051625','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051626','5000','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051637','5000','-9',3,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051639','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000051640','5000','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051641','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051643','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000051644','5000','-9',4,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051649','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000051650','5000','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051651','5000','-9',5,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051652','5000','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051658','5000','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051675','5000','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051677','5000','-9',5,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051677','5000','-9',-7,'-7','-6','-7','-7','-6','3','-7',2,'2','-9','1','-9','-9','-9'
'000000051679','5000','-9',3,'4','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000051682','5000','-9',1,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000051687','5000','-9',1,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000051690','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051695','5000','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051703','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000051703','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000051708','5000','-9',1,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','1'
'000000051708','5000','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000051732','5000','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000051733','5000','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000051735','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051736','5000','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051743','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051747','5000','-9',4,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051750','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000051752','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000051756','5000','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000051757','5000','-9',2,'4','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000051757','5000','-9',2,'4','-6','1','2','1','2','2',2,'2','-9','-9','-9','-9','-9'
'000000051758','5000','-9',2,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
