"county","pmsa","cntyname","pmsaname","pop2k","afact"
"34019","5015","Hunterdon NJ","Middlesex-Somerset-Hunterdon, NJ (P)",121989,1 
"34021","8480","Mercer NJ","Trenton, NJ (P)",350761,1 
"34023","5015","Middlesex NJ","Middlesex-Somerset-Hunterdon, NJ (P)",750162,1 
"34025","5190","Monmouth NJ","Monmouth-Ocean, NJ (P)",615301,1 
"34027","5640","Morris NJ","Newark, NJ (P)",470212,1 
"34029","5190","Ocean NJ","Monmouth-Ocean, NJ (P)",510916,1 
"34031","0875","Passaic NJ","Bergen-Passaic, NJ (P)",489049,1 
"34033","6160","Salem NJ","Philadelphia, PA-NJ (P)",64285,1 
"34035","5015","Somerset NJ","Middlesex-Somerset-Hunterdon, NJ (P)",297490,1 
"34037","5640","Sussex NJ","Newark, NJ (P)",144166,1 
"34039","5640","Union NJ","Newark, NJ (P)",522541,1 
"34041","5640","Warren NJ","Newark, NJ (P)",102437,1 
"35001"," ","Bernalillo NM"," ",556678,1 
"35003"," ","Catron NM"," ",3543,1 
"35005"," ","Chaves NM"," ",61382,1 
"35006"," ","Cibola NM"," ",25595,1 
"35007"," ","Colfax NM"," ",14189,1 
"35009"," ","Curry NM"," ",45044,1 
"35011"," ","DeBaca NM"," ",2240,1 
"35013"," ","Dona Ana NM"," ",174682,1 
"35015"," ","Eddy NM"," ",51658,1 
"35017"," ","Grant NM"," ",31002,1 
"35019"," ","Guadalupe NM"," ",4680,1 
"35021"," ","Harding NM"," ",810,1 
"35023"," ","Hidalgo NM"," ",5932,1 
"35025"," ","Lea NM"," ",55511,1 
"35027"," ","Lincoln NM"," ",19411,1 
"35028"," ","Los Alamos NM"," ",18343,1 
"35029"," ","Luna NM"," ",25016,1 
"35031"," ","McKinley NM"," ",74798,1 
"35033"," ","Mora NM"," ",5180,1 
"35035"," ","Otero NM"," ",62298,1 
"35037"," ","Quay NM"," ",10155,1 
"35039"," ","Rio Arriba NM"," ",41190,1 
"35041"," ","Roosevelt NM"," ",18018,1 
"35043"," ","Sandoval NM"," ",89908,1 
"35045"," ","San Juan NM"," ",113801,1 
"35047"," ","San Miguel NM"," ",30126,1 
"35049"," ","Santa Fe NM"," ",129292,1 
"35051"," ","Sierra NM"," ",13270,1 
"35053"," ","Socorro NM"," ",18078,1 
"35055"," ","Taos NM"," ",29979,1 
"35057"," ","Torrance NM"," ",16911,1 
"35059"," ","Union NM"," ",4174,1 
"35061"," ","Valencia NM"," ",66152,1 
"36001"," ","Albany NY"," ",294565,1 
"36003"," ","Allegany NY"," ",49927,1 
"36005","5600","Bronx NY","New York, NY (P)",1332650,1 
"36007"," ","Broome NY"," ",200536,1 
"36009"," ","Cattaraugus NY"," ",83955,1 
"36011"," ","Cayuga NY"," ",81963,1 
"36013"," ","Chautauqua NY"," ",139750,1 
"36015"," ","Chemung NY"," ",91070,1 
"36017"," ","Chenango NY"," ",51401,1 
"36019"," ","Clinton NY"," ",79894,1 
"36021"," ","Columbia NY"," ",63094,1 
"36023"," ","Cortland NY"," ",48599,1 
"36025"," ","Delaware NY"," ",48055,1 
"36027","2281","Dutchess NY","Dutchess County, NY (P)",280150,1 
"36029"," ","Erie NY"," ",950265,1 
"36031"," ","Essex NY"," ",38851,1 
"36033"," ","Franklin NY"," ",51134,1 
"36035"," ","Fulton NY"," ",55073,1 
"36037"," ","Genesee NY"," ",60370,1 
"36039"," ","Greene NY"," ",48195,1 
"36041"," ","Hamilton NY"," ",5379,1 
"36043"," ","Herkimer NY"," ",64427,1 
"36045"," ","Jefferson NY"," ",111738,1 
"36047","5600","Kings NY","New York, NY (P)",2465326,1 
"36049"," ","Lewis NY"," ",26944,1 
"36051"," ","Livingston NY"," ",64328,1 
"36053"," ","Madison NY"," ",69441,1 
"36055"," ","Monroe NY"," ",735343,1 
"36057"," ","Montgomery NY"," ",49708,1 
"36059","5380","Nassau NY","Nassau-Suffolk, NY (P)",1334544,1 
"36061","5600","New York NY","New York, NY (P)",1537195,1 
"36063"," ","Niagara NY"," ",219846,1 
"36065"," ","Oneida NY"," ",235469,1 
"36067"," ","Onondaga NY"," ",458336,1 
"36069"," ","Ontario NY"," ",100224,1 
"36071","5660","Orange NY","Newburgh, NY-PA (P)",341367,1 
"36073"," ","Orleans NY"," ",44171,1 
"36075"," ","Oswego NY"," ",122377,1 
"36077"," ","Otsego NY"," ",61676,1 
"36079","5600","Putnam NY","New York, NY (P)",95745,1 
"36081","5600","Queens NY","New York, NY (P)",2229379,1 
"36083"," ","Rensselaer NY"," ",152538,1 
"36085","5600","Richmond NY","New York, NY (P)",443728,1 
"36087","5600","Rockland NY","New York, NY (P)",286753,1 
"36089"," ","St. Lawrence NY"," ",111931,1 
"36091"," ","Saratoga NY"," ",200635,1 
"36093"," ","Schenectady NY"," ",146555,1 
"36095"," ","Schoharie NY"," ",31582,1 
"36097"," ","Schuyler NY"," ",19224,1 
"36099"," ","Seneca NY"," ",33342,1 
"36101"," ","Steuben NY"," ",98726,1 
"36103","5380","Suffolk NY","Nassau-Suffolk, NY (P)",1419369,1 
"36105"," ","Sullivan NY"," ",73966,1 
"36107"," ","Tioga NY"," ",51784,1 
"36109"," ","Tompkins NY"," ",96501,1 
"36111"," ","Ulster NY"," ",177749,1 
"36113"," ","Warren NY"," ",63303,1 
"36115"," ","Washington NY"," ",61042,1 
"36117"," ","Wayne NY"," ",93765,1 
"36119","5600","Westchester NY","New York, NY (P)",923459,1 
"36121"," ","Wyoming NY"," ",43424,1 
"36123"," ","Yates NY"," ",24621,1 
"37001"," ","Alamance NC"," ",130800,1 
"37003"," ","Alexander NC"," ",33603,1 
"37005"," ","Alleghany NC"," ",10677,1 
"37007"," ","Anson NC"," ",25275,1 
"37009"," ","Ashe NC"," ",24384,1 
"37011"," ","Avery NC"," ",17167,1 
"37013"," ","Beaufort NC"," ",44958,1 
"37015"," ","Bertie NC"," ",19773,1 
"37017"," ","Bladen NC"," ",32278,1 
"37019"," ","Brunswick NC"," ",73143,1 
"37021"," ","Buncombe NC"," ",206330,1 
"37023"," ","Burke NC"," ",89148,1 
"37025"," ","Cabarrus NC"," ",131063,1 
"37027"," ","Caldwell NC"," ",77415,1 
"37029"," ","Camden NC"," ",6885,1 
"37031"," ","Carteret NC"," ",59383,1 
"37033"," ","Caswell NC"," ",23501,1 
"37035"," ","Catawba NC"," ",141685,1 
"37037"," ","Chatham NC"," ",49329,1 
"37039"," ","Cherokee NC"," ",24298,1 
"37041"," ","Chowan NC"," ",14526,1 
"37043"," ","Clay NC"," ",8775,1 
"37045"," ","Cleveland NC"," ",96287,1 
"37047"," ","Columbus NC"," ",54749,1 
"37049"," ","Craven NC"," ",91436,1 
"37051"," ","Cumberland NC"," ",302963,1 
"37053"," ","Currituck NC"," ",18190,1 
"37055"," ","Dare NC"," ",29967,1 
"37057"," ","Davidson NC"," ",147246,1 
"37059"," ","Davie NC"," ",34835,1 
"37061"," ","Duplin NC"," ",49063,1 
"37063"," ","Durham NC"," ",223314,1 
"37065"," ","Edgecombe NC"," ",55606,1 
"37067"," ","Forsyth NC"," ",306067,1 
"37069"," ","Franklin NC"," ",47260,1 
"37071"," ","Gaston NC"," ",190365,1 
"37073"," ","Gates NC"," ",10516,1 
"37075"," ","Graham NC"," ",7993,1 
"37077"," ","Granville NC"," ",48498,1 
"37079"," ","Greene NC"," ",18974,1 
"37081"," ","Guilford NC"," ",421048,1 
"37083"," ","Halifax NC"," ",57370,1 
"37085"," ","Harnett NC"," ",91025,1 
"37087"," ","Haywood NC"," ",54033,1 
"37089"," ","Henderson NC"," ",89173,1 
"37091"," ","Hertford NC"," ",22601,1 
"37093"," ","Hoke NC"," ",33646,1 
"37095"," ","Hyde NC"," ",5826,1 
"37097"," ","Iredell NC"," ",122660,1 
"37099"," ","Jackson NC"," ",33121,1 
"37101"," ","Johnston NC"," ",121965,1 
"37103"," ","Jones NC"," ",10381,1 
"37105"," ","Lee NC"," ",49040,1 
"37107"," ","Lenoir NC"," ",59648,1 
"37109"," ","Lincoln NC"," ",63780,1 
"37111"," ","McDowell NC"," ",42151,1 
"37113"," ","Macon NC"," ",29811,1 
"37115"," ","Madison NC"," ",19635,1 
"37117"," ","Martin NC"," ",25593,1 
"37119"," ","Mecklenburg NC"," ",695454,1 
"37121"," ","Mitchell NC"," ",15687,1 
"37123"," ","Montgomery NC"," ",26822,1 
"37125"," ","Moore NC"," ",74769,1 
"37127"," ","Nash NC"," ",87420,1 
"37129"," ","New Hanover NC"," ",160307,1 
"37131"," ","Northampton NC"," ",22086,1 
"37133"," ","Onslow NC"," ",150355,1 
"37135"," ","Orange NC"," ",118227,1 
"37137"," ","Pamlico NC"," ",12934,1 
"37139"," ","Pasquotank NC"," ",34897,1 
"37141"," ","Pender NC"," ",41082,1 
"37143"," ","Perquimans NC"," ",11368,1 
"37145"," ","Person NC"," ",35623,1 
"37147"," ","Pitt NC"," ",133798,1 
"37149"," ","Polk NC"," ",18324,1 
"37151"," ","Randolph NC"," ",130454,1 
"37153"," ","Richmond NC"," ",46564,1 
"37155"," ","Robeson NC"," ",123339,1 
"37157"," ","Rockingham NC"," ",91928,1 
"37159"," ","Rowan NC"," ",130340,1 
"37161"," ","Rutherford NC"," ",62899,1 
"37163"," ","Sampson NC"," ",60161,1 
"37165"," ","Scotland NC"," ",35998,1 
"37167"," ","Stanly NC"," ",58100,1 
"37169"," ","Stokes NC"," ",44711,1 
"37171"," ","Surry NC"," ",71219,1 
"37173"," ","Swain NC"," ",12968,1 
"37175"," ","Transylvania NC"," ",29334,1 
"37177"," ","Tyrrell NC"," ",4149,1 
"37179"," ","Union NC"," ",123677,1 
"37181"," ","Vance NC"," ",42954,1 
"37183"," ","Wake NC"," ",627846,1 
"37185"," ","Warren NC"," ",19972,1 
"37187"," ","Washington NC"," ",13723,1 
"37189"," ","Watauga NC"," ",42695,1 
"37191"," ","Wayne NC"," ",113329,1 
"37193"," ","Wilkes NC"," ",65632,1 
"37195"," ","Wilson NC"," ",73814,1 
"37197"," ","Yadkin NC"," ",36348,1 
"37199"," ","Yancey NC"," ",17774,1 
"38001"," ","Adams ND"," ",2593,1 
"38003"," ","Barnes ND"," ",11775,1 
"38005"," ","Benson ND"," ",6964,1 
"38007"," ","Billings ND"," ",888,1 
"38009"," ","Bottineau ND"," ",7149,1 
"38011"," ","Bowman ND"," ",3242,1 
"38013"," ","Burke ND"," ",2242,1 
"38015"," ","Burleigh ND"," ",69416,1 
"38017"," ","Cass ND"," ",123138,1 
"38019"," ","Cavalier ND"," ",4831,1 
"38021"," ","Dickey ND"," ",5757,1 
"38023"," ","Divide ND"," ",2283,1 
"38025"," ","Dunn ND"," ",3600,1 
"38027"," ","Eddy ND"," ",2757,1 
"38029"," ","Emmons ND"," ",4331,1 
"38031"," ","Foster ND"," ",3759,1 
"38033"," ","Golden Valley ND"," ",1924,1 
"38035"," ","Grand Forks ND"," ",66109,1 
"38037"," ","Grant ND"," ",2841,1 
"38039"," ","Griggs ND"," ",2754,1 
"38041"," ","Hettinger ND"," ",2715,1 
"38043"," ","Kidder ND"," ",2753,1 
"38045"," ","LaMoure ND"," ",4701,1 
"38047"," ","Logan ND"," ",2308,1 
"38049"," ","McHenry ND"," ",5987,1 
"38051"," ","McIntosh ND"," ",3390,1 
"38053"," ","McKenzie ND"," ",5737,1 
"38055"," ","McLean ND"," ",9311,1 
"38057"," ","Mercer ND"," ",8644,1 
"38059"," ","Morton ND"," ",25303,1 
"38061"," ","Mountrail ND"," ",6631,1 
"38063"," ","Nelson ND"," ",3715,1 
"38065"," ","Oliver ND"," ",2065,1 
"38067"," ","Pembina ND"," ",8585,1 
"38069"," ","Pierce ND"," ",4675,1 
"38071"," ","Ramsey ND"," ",12066,1 
"38073"," ","Ransom ND"," ",5890,1 
"38075"," ","Renville ND"," ",2610,1 
"38077"," ","Richland ND"," ",17998,1 
"38079"," ","Rolette ND"," ",13674,1 
"38081"," ","Sargent ND"," ",4366,1 
"38083"," ","Sheridan ND"," ",1710,1 
"38085"," ","Sioux ND"," ",4044,1 
"38087"," ","Slope ND"," ",767,1 
"38089"," ","Stark ND"," ",22636,1 
"38091"," ","Steele ND"," ",2258,1 
"38093"," ","Stutsman ND"," ",21908,1 
"38095"," ","Towner ND"," ",2876,1 
"38097"," ","Traill ND"," ",8477,1 
"38099"," ","Walsh ND"," ",12389,1 
"38101"," ","Ward ND"," ",58795,1 
"38103"," ","Wells ND"," ",5102,1 
"38105"," ","Williams ND"," ",19761,1 
"39001"," ","Adams OH"," ",27330,1 
"39003"," ","Allen OH"," ",108473,1 
"39005"," ","Ashland OH"," ",52523,1 
"39007","1680","Ashtabula OH","Cleveland-Lorain-Elyria, OH (P)",102728,1 
"39009"," ","Athens OH"," ",62223,1 
"39011"," ","Auglaize OH"," ",46611,1 
"39013"," ","Belmont OH"," ",70226,1 
"39015","1640","Brown OH","Cincinnati, OH-KY-IN (P)",42285,1 
"39017","3200","Butler OH","Hamilton-Middletown, OH (P)",332807,1 
"39019"," ","Carroll OH"," ",28836,1 
"39021"," ","Champaign OH"," ",38890,1 
"39023"," ","Clark OH"," ",144742,1 
"39025","1640","Clermont OH","Cincinnati, OH-KY-IN (P)",177977,1 
"39027"," ","Clinton OH"," ",40543,1 
"39029"," ","Columbiana OH"," ",112075,1 
"39031"," ","Coshocton OH"," ",36655,1 
"39033"," ","Crawford OH"," ",46966,1 
"39035","1680","Cuyahoga OH","Cleveland-Lorain-Elyria, OH (P)",1393978,1 
"39037"," ","Darke OH"," ",53309,1 
"39039"," ","Defiance OH"," ",39500,1 
"39041"," ","Delaware OH"," ",109989,1 
"39043"," ","Erie OH"," ",79551,1 
"39045"," ","Fairfield OH"," ",122759,1 
"39047"," ","Fayette OH"," ",28433,1 
"39049"," ","Franklin OH"," ",1068978,1 
"39051"," ","Fulton OH"," ",42084,1 
"39053"," ","Gallia OH"," ",31069,1 
"39055","1680","Geauga OH","Cleveland-Lorain-Elyria, OH (P)",90895,1 
"39057"," ","Greene OH"," ",147886,1 
"39059"," ","Guernsey OH"," ",40792,1 
"39061","1640","Hamilton OH","Cincinnati, OH-KY-IN (P)",845303,1 
"39063"," ","Hancock OH"," ",71295,1 
"39065"," ","Hardin OH"," ",31945,1 
"39067"," ","Harrison OH"," ",15856,1 
"39069"," ","Henry OH"," ",29210,1 
"39071"," ","Highland OH"," ",40875,1 
"39073"," ","Hocking OH"," ",28241,1 
"39075"," ","Holmes OH"," ",38943,1 
"39077"," ","Huron OH"," ",59487,1 
"39079"," ","Jackson OH"," ",32641,1 
"39081"," ","Jefferson OH"," ",73894,1 
"39083"," ","Knox OH"," ",54500,1 
"39085","1680","Lake OH","Cleveland-Lorain-Elyria, OH (P)",227511,1 
"39087"," ","Lawrence OH"," ",62319,1 
"39089"," ","Licking OH"," ",145491,1 
"39091"," ","Logan OH"," ",46005,1 
"39093","1680","Lorain OH","Cleveland-Lorain-Elyria, OH (P)",284664,1 
"39095"," ","Lucas OH"," ",455054,1 
"39097"," ","Madison OH"," ",40213,1 
"39099"," ","Mahoning OH"," ",257555,1 
"39101"," ","Marion OH"," ",66217,1 
"39103","1680","Medina OH","Cleveland-Lorain-Elyria, OH (P)",151095,1 
"39105"," ","Meigs OH"," ",23072,1 
"39107"," ","Mercer OH"," ",40924,1 
"39109"," ","Miami OH"," ",98868,1 
"39111"," ","Monroe OH"," ",15180,1 
"39113"," ","Montgomery OH"," ",559062,1 
"39115"," ","Morgan OH"," ",14897,1 
"39117"," ","Morrow OH"," ",31628,1 
"39119"," ","Muskingum OH"," ",84585,1 
"39121"," ","Noble OH"," ",14058,1 
"39123"," ","Ottawa OH"," ",40985,1 
"39125"," ","Paulding OH"," ",20293,1 
"39127"," ","Perry OH"," ",34078,1 
"39129"," ","Pickaway OH"," ",52727,1 
"39131"," ","Pike OH"," ",27695,1 
"39133","0080","Portage OH","Akron, OH (P)",152061,1 
"39135"," ","Preble OH"," ",42337,1 
"39137"," ","Putnam OH"," ",34726,1 
"39139"," ","Richland OH"," ",128852,1 
"39141"," ","Ross OH"," ",73345,1 
"39143"," ","Sandusky OH"," ",61792,1 
"39145"," ","Scioto OH"," ",79195,1 
"39147"," ","Seneca OH"," ",58683,1 
"39149"," ","Shelby OH"," ",47910,1 
"39151"," ","Stark OH"," ",378098,1 
"39153","0080","Summit OH","Akron, OH (P)",542899,1 
"39155"," ","Trumbull OH"," ",225116,1 
"39157"," ","Tuscarawas OH"," ",90914,1 
"39159"," ","Union OH"," ",40909,1 
"39161"," ","Van Wert OH"," ",29659,1 
"39163"," ","Vinton OH"," ",12806,1 
"39165","1640","Warren OH","Cincinnati, OH-KY-IN (P)",158383,1 
"39167"," ","Washington OH"," ",63251,1 
"39169"," ","Wayne OH"," ",111564,1 
"39171"," ","Williams OH"," ",39188,1 
"39173"," ","Wood OH"," ",121065,1 
"39175"," ","Wyandot OH"," ",22908,1 
"40001"," ","Adair OK"," ",21038,1 
"40003"," ","Alfalfa OK"," ",6105,1 
"40005"," ","Atoka OK"," ",13879,1 
"40007"," ","Beaver OK"," ",5857,1 
"40009"," ","Beckham OK"," ",19799,1 
"40011"," ","Blaine OK"," ",11976,1 
"40013"," ","Bryan OK"," ",36534,1 
"40015"," ","Caddo OK"," ",30150,1 
"40017"," ","Canadian OK"," ",87697,1 
"40019"," ","Carter OK"," ",45621,1 
"40021"," ","Cherokee OK"," ",42521,1 
"40023"," ","Choctaw OK"," ",15342,1 
"40025"," ","Cimarron OK"," ",3148,1 
"40027"," ","Cleveland OK"," ",208016,1 
"40029"," ","Coal OK"," ",6031,1 
"40031"," ","Comanche OK"," ",114996,1 
"40033"," ","Cotton OK"," ",6614,1 
"40035"," ","Craig OK"," ",14950,1 
"40037"," ","Creek OK"," ",67367,1 
"40039"," ","Custer OK"," ",26142,1 
"40041"," ","Delaware OK"," ",37077,1 
"40043"," ","Dewey OK"," ",4743,1 
"40045"," ","Ellis OK"," ",4075,1 
"40047"," ","Garfield OK"," ",57813,1 
"40049"," ","Garvin OK"," ",27210,1 
"40051"," ","Grady OK"," ",45516,1 
"40053"," ","Grant OK"," ",5144,1 
"40055"," ","Greer OK"," ",6061,1 
"40057"," ","Harmon OK"," ",3283,1 
"40059"," ","Harper OK"," ",3562,1 
"40061"," ","Haskell OK"," ",11792,1 
"40063"," ","Hughes OK"," ",14154,1 
"40065"," ","Jackson OK"," ",28439,1 
"40067"," ","Jefferson OK"," ",6818,1 
"40069"," ","Johnston OK"," ",10513,1 
"40071"," ","Kay OK"," ",48080,1 
"40073"," ","Kingfisher OK"," ",13926,1 
"40075"," ","Kiowa OK"," ",10227,1 
"40077"," ","Latimer OK"," ",10692,1 
"40079"," ","Le Flore OK"," ",48109,1 
"40081"," ","Lincoln OK"," ",32080,1 
"40083"," ","Logan OK"," ",33924,1 
"40085"," ","Love OK"," ",8831,1 
"40087"," ","McClain OK"," ",27740,1 
"40089"," ","McCurtain OK"," ",34402,1 
"40091"," ","McIntosh OK"," ",19456,1 
"40093"," ","Major OK"," ",7545,1 
"40095"," ","Marshall OK"," ",13184,1 
"40097"," ","Mayes OK"," ",38369,1 
"40099"," ","Murray OK"," ",12623,1 
"40101"," ","Muskogee OK"," ",69451,1 
"40103"," ","Noble OK"," ",11411,1 
"40105"," ","Nowata OK"," ",10569,1 
"40107"," ","Okfuskee OK"," ",11814,1 
"40109"," ","Oklahoma OK"," ",660448,1 
"40111"," ","Okmulgee OK"," ",39685,1 
"40113"," ","Osage OK"," ",44437,1 
"40115"," ","Ottawa OK"," ",33194,1 
"40117"," ","Pawnee OK"," ",16612,1 
"40119"," ","Payne OK"," ",68190,1 
"40121"," ","Pittsburg OK"," ",43953,1 
"40123"," ","Pontotoc OK"," ",35143,1 
"40125"," ","Pottawatomie OK"," ",65521,1 
"40127"," ","Pushmataha OK"," ",11667,1 
"40129"," ","Roger Mills OK"," ",3436,1 
"40131"," ","Rogers OK"," ",70641,1 
"40133"," ","Seminole OK"," ",24894,1 
"40135"," ","Sequoyah OK"," ",38972,1 
"40137"," ","Stephens OK"," ",43182,1 
"40139"," ","Texas OK"," ",20107,1 
"40141"," ","Tillman OK"," ",9287,1 
"40143"," ","Tulsa OK"," ",563299,1 
"40145"," ","Wagoner OK"," ",57491,1 
"40147"," ","Washington OK"," ",48996,1 
"40149"," ","Washita OK"," ",11508,1 
"40151"," ","Woods OK"," ",9089,1 
"40153"," ","Woodward OK"," ",18486,1 
"41001"," ","Baker OR"," ",16741,1 
"41003"," ","Benton OR"," ",78153,1 
"41005","6440","Clackamas OR","Portland-Vancouver, OR-WA (P)",338391,1 
"41007"," ","Clatsop OR"," ",35630,1 
"41009","6440","Columbia OR","Portland-Vancouver, OR-WA (P)",43560,1 
"41011"," ","Coos OR"," ",62779,1 
"41013"," ","Crook OR"," ",19182,1 
"41015"," ","Curry OR"," ",21137,1 
"41017"," ","Deschutes OR"," ",115367,1 
"41019"," ","Douglas OR"," ",100399,1 
"41021"," ","Gilliam OR"," ",1915,1 
"41023"," ","Grant OR"," ",7935,1 
"41025"," ","Harney OR"," ",7609,1 
"41027"," ","Hood River OR"," ",20411,1 
"41029"," ","Jackson OR"," ",181269,1 
"41031"," ","Jefferson OR"," ",19009,1 
"41033"," ","Josephine OR"," ",75726,1 
"41035"," ","Klamath OR"," ",63775,1 
"41037"," ","Lake OR"," ",7422,1 
"41039"," ","Lane OR"," ",322959,1 
"41041"," ","Lincoln OR"," ",44479,1 
"41043"," ","Linn OR"," ",103069,1 
"41045"," ","Malheur OR"," ",31615,1 
"41047","7080","Marion OR","Salem, OR (P)",284834,1 
"41049"," ","Morrow OR"," ",10995,1 
"41051","6440","Multnomah OR","Portland-Vancouver, OR-WA (P)",660486,1 
"41053","7080","Polk OR","Salem, OR (P)",62380,1 
"41055"," ","Sherman OR"," ",1934,1 
"41057"," ","Tillamook OR"," ",24262,1 
"41059"," ","Umatilla OR"," ",70548,1 
"41061"," ","Union OR"," ",24530,1 
"41063"," ","Wallowa OR"," ",7226,1 
"41065"," ","Wasco OR"," ",23791,1 
"41067","6440","Washington OR","Portland-Vancouver, OR-WA (P)",445342,1 
"41069"," ","Wheeler OR"," ",1547,1 
"41071","6440","Yamhill OR","Portland-Vancouver, OR-WA (P)",84992,1 
"42001"," ","Adams PA"," ",91292,1 
"42003"," ","Allegheny PA"," ",1281666,1 
"42005"," ","Armstrong PA"," ",72392,1 
"42007"," ","Beaver PA"," ",181412,1 
"42009"," ","Bedford PA"," ",49984,1 
"42011"," ","Berks PA"," ",373638,1 
"42013"," ","Blair PA"," ",129144,1 
"42015"," ","Bradford PA"," ",62761,1 
"42017","6160","Bucks PA","Philadelphia, PA-NJ (P)",597635,1 
"42019"," ","Butler PA"," ",174083,1 
"42021"," ","Cambria PA"," ",152598,1 
"42023"," ","Cameron PA"," ",5974,1 
"42025"," ","Carbon PA"," ",58802,1 
"42027"," ","Centre PA"," ",135758,1 
"42029","6160","Chester PA","Philadelphia, PA-NJ (P)",433501,1 
"42031"," ","Clarion PA"," ",41765,1 
"42033"," ","Clearfield PA"," ",83382,1 
"42035"," ","Clinton PA"," ",37914,1 
"42037"," ","Columbia PA"," ",64151,1 
"42039"," ","Crawford PA"," ",90366,1 
"42041"," ","Cumberland PA"," ",213674,1 
"42043"," ","Dauphin PA"," ",251798,1 
"42045","6160","Delaware PA","Philadelphia, PA-NJ (P)",550864,1 
"42047"," ","Elk PA"," ",35112,1 
"42049"," ","Erie PA"," ",280843,1 
"42051"," ","Fayette PA"," ",148644,1 
"42053"," ","Forest PA"," ",4946,1 
"42055"," ","Franklin PA"," ",129313,1 
"42057"," ","Fulton PA"," ",14261,1 
"42059"," ","Greene PA"," ",40672,1 
"42061"," ","Huntingdon PA"," ",45586,1 
"42063"," ","Indiana PA"," ",89605,1 
"42065"," ","Jefferson PA"," ",45932,1 
"42067"," ","Juniata PA"," ",22821,1 
"42069"," ","Lackawanna PA"," ",213295,1 
"42071"," ","Lancaster PA"," ",470658,1 
"42073"," ","Lawrence PA"," ",94643,1 
"42075"," ","Lebanon PA"," ",120327,1 
"42077"," ","Lehigh PA"," ",312090,1 
"42079"," ","Luzerne PA"," ",319250,1 
"42081"," ","Lycoming PA"," ",120044,1 
"42083"," ","Mc Kean PA"," ",45936,1 
"42085"," ","Mercer PA"," ",120293,1 
"42087"," ","Mifflin PA"," ",46486,1 
"42089"," ","Monroe PA"," ",138687,1 
"42091","6160","Montgomery PA","Philadelphia, PA-NJ (P)",750097,1 
"42093"," ","Montour PA"," ",18236,1 
"42095"," ","Northampton PA"," ",267066,1 
"42097"," ","Northumberland PA"," ",94556,1 
"42099"," ","Perry PA"," ",43602,1 
"42101","6160","Philadelphia PA","Philadelphia, PA-NJ (P)",1517550,1 
"42103","5660","Pike PA","Newburgh, NY-PA (P)",46302,1 
"42105"," ","Potter PA"," ",18080,1 
"42107"," ","Schuylkill PA"," ",150336,1 
"42109"," ","Snyder PA"," ",37546,1 
"42111"," ","Somerset PA"," ",80023,1 
"42113"," ","Sullivan PA"," ",6556,1 
"42115"," ","Susquehanna PA"," ",42238,1 
"42117"," ","Tioga PA"," ",41373,1 
"42119"," ","Union PA"," ",41624,1 
"42121"," ","Venango PA"," ",57565,1 
"42123"," ","Warren PA"," ",43863,1 
"42125"," ","Washington PA"," ",202897,1 
"42127"," ","Wayne PA"," ",47722,1 
"42129"," ","Westmoreland PA"," ",369993,1 
"42131"," ","Wyoming PA"," ",28080,1 
"42133"," ","York PA"," ",381751,1 
"44001"," ","Bristol RI"," ",50648,1 
"44003"," ","Kent RI"," ",167090,1 
"44005"," ","Newport RI"," ",85433,1 
"44007"," ","Providence RI"," ",621602,1 
"44009"," ","Washington RI"," ",123546,1 
"45001"," ","Abbeville SC"," ",26167,1 
"45003"," ","Aiken SC"," ",142552,1 
"45005"," ","Allendale SC"," ",11211,1 
"45007"," ","Anderson SC"," ",165740,1 
"45009"," ","Bamberg SC"," ",16658,1 
"45011"," ","Barnwell SC"," ",23478,1 
"45013"," ","Beaufort SC"," ",120937,1 
"45015"," ","Berkeley SC"," ",142651,1 
"45017"," ","Calhoun SC"," ",15185,1 
"45019"," ","Charleston SC"," ",309969,1 
"45021"," ","Cherokee SC"," ",52537,1 
"45023"," ","Chester SC"," ",34068,1 
"45025"," ","Chesterfield SC"," ",42768,1 
"45027"," ","Clarendon SC"," ",32502,1 
"45029"," ","Colleton SC"," ",38264,1 
"45031"," ","Darlington SC"," ",67394,1 
"45033"," ","Dillon SC"," ",30722,1 
"45035"," ","Dorchester SC"," ",96413,1 
"45037"," ","Edgefield SC"," ",24595,1 
"45039"," ","Fairfield SC"," ",23454,1 
"45041"," ","Florence SC"," ",125761,1 
"45043"," ","Georgetown SC"," ",55797,1 
"45045"," ","Greenville SC"," ",379616,1 
"45047"," ","Greenwood SC"," ",66271,1 
"45049"," ","Hampton SC"," ",21386,1 
"45051"," ","Horry SC"," ",196629,1 
"45053"," ","Jasper SC"," ",20678,1 
"45055"," ","Kershaw SC"," ",52647,1 
"45057"," ","Lancaster SC"," ",61351,1 
"45059"," ","Laurens SC"," ",69567,1 
"45061"," ","Lee SC"," ",20119,1 
"45063"," ","Lexington SC"," ",216014,1 
"45065"," ","McCormick SC"," ",9958,1 
"45067"," ","Marion SC"," ",35466,1 
"45069"," ","Marlboro SC"," ",28818,1 
"45071"," ","Newberry SC"," ",36108,1 
"45073"," ","Oconee SC"," ",66215,1 
"45075"," ","Orangeburg SC"," ",91582,1 
"45077"," ","Pickens SC"," ",110757,1 
"45079"," ","Richland SC"," ",320677,1 
"45081"," ","Saluda SC"," ",19181,1 
"45083"," ","Spartanburg SC"," ",253791,1 
"45085"," ","Sumter SC"," ",104646,1 
"45087"," ","Union SC"," ",29881,1 
