areacode2,MSA,State,State_Alpha,County,MSAName,StateName,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,FMRType,pop100
130000037,10000,13,GA,37,,Georgia,318,384,469,608,692,40,6320
130000039,10000,13,GA,39,,Georgia,438,494,553,770,910,40,43664
130000043,10000,13,GA,43,,Georgia,318,384,469,608,692,40,9577
130000049,10000,13,GA,49,,Georgia,318,384,469,608,692,40,10282
130000055,10000,13,GA,55,,Georgia,318,384,469,608,692,40,25470
130000061,10000,13,GA,61,,Georgia,318,384,469,608,692,40,3357
130000065,10000,13,GA,65,,Georgia,318,384,469,608,692,40,6878
130000069,10000,13,GA,69,,Georgia,318,384,469,608,701,40,37413
130000071,10000,13,GA,71,,Georgia,318,384,469,608,692,40,42053
130000075,10000,13,GA,75,,Georgia,318,384,469,608,692,40,15771
130000079,10000,13,GA,79,,Georgia,318,384,469,608,692,40,12495
130000081,10000,13,GA,81,,Georgia,323,384,469,608,692,40,21996
130000085,10000,13,GA,85,,Georgia,313,409,542,680,836,40,15999
130000087,10000,13,GA,87,,Georgia,318,384,469,608,692,40,28240
130000091,10000,13,GA,91,,Georgia,318,384,469,608,692,40,19171
130000093,10000,13,GA,93,,Georgia,318,384,469,608,692,40,11525
130000099,10000,13,GA,99,,Georgia,318,384,469,608,692,40,12354
130000101,10000,13,GA,101,,Georgia,318,384,469,608,692,40,3754
130000105,10000,13,GA,105,,Georgia,318,384,469,608,692,40,20511
130000107,10000,13,GA,107,,Georgia,318,384,469,608,692,40,21837
130000109,10000,13,GA,109,,Georgia,318,384,469,608,692,40,10495
130000111,10000,13,GA,111,,Georgia,318,384,469,608,692,40,19798
130000115,10000,13,GA,115,,Georgia,322,388,476,627,701,40,90565
130000119,10000,13,GA,119,,Georgia,318,384,469,608,692,40,20285
130000123,10000,13,GA,123,,Georgia,318,384,469,608,692,40,23456
130000125,10000,13,GA,125,,Georgia,318,384,469,608,692,40,2556
130000127,10000,13,GA,127,,Georgia,455,508,575,774,948,40,67568
130000129,10000,13,GA,129,,Georgia,381,387,483,622,796,40,44104
130000131,10000,13,GA,131,,Georgia,325,384,469,608,692,40,23659
130000133,10000,13,GA,133,,Georgia,318,384,469,608,692,40,14406
130000137,10000,13,GA,137,,Georgia,342,384,469,608,698,40,35902
130000139,10000,13,GA,139,,Georgia,331,502,590,740,824,40,139277
130000141,10000,13,GA,141,,Georgia,318,384,469,608,692,40,10076
130000143,10000,13,GA,143,,Georgia,318,384,469,608,692,40,25690
130000147,10000,13,GA,147,,Georgia,318,384,469,608,692,40,22997
130000149,10000,13,GA,149,,Georgia,318,384,469,608,692,40,11012
130000155,10000,13,GA,155,,Georgia,318,384,469,608,692,40,9931
130000157,10000,13,GA,157,,Georgia,352,380,478,603,786,40,41589
130000159,10000,13,GA,159,,Georgia,315,380,471,639,686,40,11426
130000161,10000,13,GA,161,,Georgia,318,384,469,608,692,40,12684
130000163,10000,13,GA,163,,Georgia,318,384,469,608,701,40,17266
130000165,10000,13,GA,165,,Georgia,318,384,469,608,692,40,8575
130000167,10000,13,GA,167,,Georgia,318,384,469,608,692,40,8560
130000171,10000,13,GA,171,,Georgia,318,394,469,608,744,40,15912
130000173,10000,13,GA,173,,Georgia,318,384,469,608,692,40,7241
130000175,10000,13,GA,175,,Georgia,326,384,469,608,692,40,44874
130000179,10000,13,GA,179,,Georgia,393,439,499,694,699,40,61610
130000181,10000,13,GA,181,,Georgia,318,384,469,608,692,40,8348
130000183,10000,13,GA,183,,Georgia,318,416,469,608,692,40,10304
130000185,10000,13,GA,185,,Georgia,357,431,522,731,810,40,92115
130000187,10000,13,GA,187,,Georgia,314,424,477,638,783,40,21016
130000191,10000,13,GA,191,,Georgia,318,384,469,608,692,40,10847
130000193,10000,13,GA,193,,Georgia,318,384,469,608,692,40,14074
130000197,10000,13,GA,197,,Georgia,318,384,469,608,692,40,7144
130000199,10000,13,GA,199,,Georgia,318,384,469,608,692,40,22534
130000201,10000,13,GA,201,,Georgia,318,384,469,608,692,40,6383
130000205,10000,13,GA,205,,Georgia,318,384,469,608,692,40,23932
130000207,10000,13,GA,207,,Georgia,318,384,469,617,692,40,21757
130000209,10000,13,GA,209,,Georgia,318,384,469,608,692,40,8270
130000211,10000,13,GA,211,,Georgia,323,389,493,617,702,40,15457
130000213,10000,13,GA,213,,Georgia,318,384,469,608,692,40,36506
130000221,10000,13,GA,221,,Georgia,318,384,469,608,692,40,12635
130000229,10000,13,GA,229,,Georgia,318,384,469,608,692,40,15636
130000231,10000,13,GA,231,,Georgia,375,407,516,718,722,40,13688
130000233,10000,13,GA,233,,Georgia,318,384,469,636,692,40,38127
130000235,10000,13,GA,235,,Georgia,318,384,469,608,692,40,9588
130000237,10000,13,GA,237,,Georgia,318,384,469,608,701,40,18812
130000239,10000,13,GA,239,,Georgia,318,384,469,608,692,40,2598
130000241,10000,13,GA,241,,Georgia,318,384,469,608,692,40,15050
130000243,10000,13,GA,243,,Georgia,318,384,469,608,692,40,7791
130000249,10000,13,GA,249,,Georgia,318,384,469,608,692,40,3766
130000251,10000,13,GA,251,,Georgia,318,384,469,608,692,40,15374
130000253,10000,13,GA,253,,Georgia,318,384,469,608,692,40,9369
130000257,10000,13,GA,257,,Georgia,318,384,469,608,692,40,25435
130000259,10000,13,GA,259,,Georgia,318,384,469,608,692,40,5252
130000261,10000,13,GA,261,,Georgia,318,390,469,608,692,40,33200
130000263,10000,13,GA,263,,Georgia,318,384,469,608,692,40,6498
130000265,10000,13,GA,265,,Georgia,318,384,469,608,692,40,2077
130000267,10000,13,GA,267,,Georgia,318,384,469,608,692,40,22305
130000269,10000,13,GA,269,,Georgia,318,384,469,608,692,40,8815
130000271,10000,13,GA,271,,Georgia,318,384,469,608,692,40,11794
130000273,10000,13,GA,273,,Georgia,318,384,469,608,692,40,10970
130000275,10000,13,GA,275,,Georgia,318,395,469,608,692,40,42737
130000277,10000,13,GA,277,,Georgia,318,384,469,608,692,40,38407
130000279,10000,13,GA,279,,Georgia,318,384,469,608,692,40,26067
130000281,10000,13,GA,281,,Georgia,318,384,469,608,692,40,9319
130000283,10000,13,GA,283,,Georgia,318,384,469,608,692,40,6854
130000285,10000,13,GA,285,,Georgia,323,440,495,618,702,40,58779
130000287,10000,13,GA,287,,Georgia,318,384,469,608,692,40,9504
130000291,10000,13,GA,291,,Georgia,314,379,483,605,683,40,17289
130000293,10000,13,GA,293,,Georgia,330,384,469,608,692,40,27597
130000299,10000,13,GA,299,,Georgia,353,395,469,608,730,40,35483
130000301,10000,13,GA,301,,Georgia,318,384,469,608,692,40,6336
130000303,10000,13,GA,303,,Georgia,318,384,469,608,692,40,21176
130000305,10000,13,GA,305,,Georgia,330,384,469,608,692,40,26565
130000307,10000,13,GA,307,,Georgia,318,384,469,608,692,40,2390
130000309,10000,13,GA,309,,Georgia,318,384,469,608,692,40,6179
130000311,10000,13,GA,311,,Georgia,318,384,469,608,707,40,19944
130000313,10000,13,GA,313,,Georgia,313,412,495,633,746,40,83525
130000315,10000,13,GA,315,,Georgia,318,384,469,608,692,40,8577
130000317,10000,13,GA,317,,Georgia,318,384,469,608,692,40,10687
130000319,10000,13,GA,319,,Georgia,318,384,469,608,692,40,10220
130000321,10000,13,GA,321,,Georgia,318,384,469,608,692,40,21967
130120000,120,13,GA,177,"Albany, GA MSA",Georgia,346,405,494,674,731,40,120822
130500000,500,13,GA,219,"Athens, GA MSA",Georgia,428,461,597,814,982,40,153444
130520000,520,13,GA,297,"Atlanta, GA MSA",Georgia,727,810,944,1259,1523,50,4112198
130600000,600,45,SC,37,"Augusta--Aiken, GA--SC MSA",South Carolina,438,524,617,838,991,40,477441
131800000,1800,13,GA,215,"Columbus, GA--AL MSA",Georgia,416,462,554,723,785,40,274624
134680000,4680,13,GA,289,"Macon, GA MSA",Georgia,460,512,596,822,846,40,322549
137520000,7520,13,GA,103,"Savannah, GA MSA",Georgia,426,530,616,829,863,40,293000
150000001,10000,15,HI,1,,Hawaii,519,677,779,1035,1276,40,148677
150000007,10000,15,HI,7,,Hawaii,648,968,1180,1561,1689,40,58463
150000009,10000,15,HI,9,,Hawaii,818,1014,1238,1599,1811,40,128094
153320000,3320,15,HI,3,"Honolulu, HI MSA",Hawaii,657,786,925,1252,1354,40,876156
160000003,10000,16,ID,3,,Idaho,322,374,482,639,757,40,3476
160000007,10000,16,ID,7,,Idaho,322,374,482,639,757,40,6411
160000009,10000,16,ID,9,,Idaho,322,374,482,639,757,40,9171
160000011,10000,16,ID,11,,Idaho,344,374,482,639,757,40,41735
160000013,10000,16,ID,13,,Idaho,506,558,742,1036,1219,40,18991
160000015,10000,16,ID,15,,Idaho,322,415,482,639,757,40,6670
160000017,10000,16,ID,17,,Idaho,373,461,573,791,910,40,36835
160000019,10000,16,ID,19,,Idaho,322,404,557,748,913,40,82522
160000021,10000,16,ID,21,,Idaho,322,374,482,639,757,40,9871
160000023,10000,16,ID,23,,Idaho,322,374,482,639,757,40,2899
160000025,10000,16,ID,25,,Idaho,322,374,482,639,757,40,991
160000029,10000,16,ID,29,,Idaho,322,374,482,639,757,40,7304
160000031,10000,16,ID,31,,Idaho,322,374,482,639,757,40,21416
160000033,10000,16,ID,33,,Idaho,322,374,482,639,757,40,1022
160000035,10000,16,ID,35,,Idaho,322,374,482,639,757,40,8930
160000037,10000,16,ID,37,,Idaho,322,374,482,639,757,40,4342
160000039,10000,16,ID,39,,Idaho,322,374,482,639,757,40,29130
160000041,10000,16,ID,41,,Idaho,322,374,482,639,757,40,11329
160000043,10000,16,ID,43,,Idaho,322,374,482,639,757,40,11819
160000045,10000,16,ID,45,,Idaho,322,374,482,639,757,40,15181
160000047,10000,16,ID,47,,Idaho,322,374,482,639,757,40,14155
160000049,10000,16,ID,49,,Idaho,322,374,482,639,757,40,15511
160000051,10000,16,ID,51,,Idaho,333,374,482,639,757,40,19155
160000053,10000,16,ID,53,,Idaho,322,374,482,639,757,40,18342
160000055,10000,16,ID,55,,Idaho,405,476,624,868,1026,40,108685
160000057,10000,16,ID,57,,Idaho,322,374,482,639,767,40,34935
160000059,10000,16,ID,59,,Idaho,322,374,482,639,757,40,7806
160000061,10000,16,ID,61,,Idaho,322,374,482,639,757,40,3747
160000063,10000,16,ID,63,,Idaho,322,374,482,639,757,40,4044
160000065,10000,16,ID,65,,Idaho,322,374,482,639,757,40,27467
160000067,10000,16,ID,67,,Idaho,322,374,482,639,757,40,20174
160000069,10000,16,ID,69,,Idaho,330,374,482,639,757,40,37410
160000071,10000,16,ID,71,,Idaho,323,374,482,639,757,40,4125
160000073,10000,16,ID,73,,Idaho,322,374,482,639,757,40,10644
160000075,10000,16,ID,75,,Idaho,322,374,482,639,757,40,20578
160000077,10000,16,ID,77,,Idaho,322,374,482,639,757,40,7538
160000079,10000,16,ID,79,,Idaho,322,374,482,639,757,40,13771
160000081,10000,16,ID,81,,Idaho,351,374,482,653,772,40,5999
160000083,10000,16,ID,83,,Idaho,322,374,487,643,756,40,64284
160000085,10000,16,ID,85,,Idaho,336,374,482,639,757,40,7651
160000087,10000,16,ID,87,,Idaho,322,374,482,639,757,40,9977
161080000,1080,16,ID,27,"Boise City, ID MSA",Idaho,446,507,617,856,1013,40,432345
166340000,6340,16,ID,5,"Pocatello, ID MSA",Idaho,353,409,525,716,846,40,75565
170000001,10000,17,IL,1,,Illinois,298,334,430,564,686,40,68277
170000003,10000,17,IL,3,,Illinois,298,334,430,564,633,40,9590
170000005,10000,17,IL,5,,Illinois,298,334,430,564,633,40,17633
170000009,10000,17,IL,9,,Illinois,298,334,430,564,633,40,6950
170000011,10000,17,IL,11,,Illinois,298,377,440,565,634,40,35503
170000013,10000,17,IL,13,,Illinois,298,334,430,564,633,40,5084
170000015,10000,17,IL,15,,Illinois,298,334,430,564,633,40,16674
170000017,10000,17,IL,17,,Illinois,299,334,430,564,633,40,13695
170000021,10000,17,IL,21,,Illinois,314,327,423,556,620,40,35372
170000023,10000,17,IL,23,,Illinois,298,334,430,564,633,40,17008
170000025,10000,17,IL,25,,Illinois,298,334,430,564,633,40,14560
170000029,10000,17,IL,29,,Illinois,310,371,492,655,773,40,53196
170000033,10000,17,IL,33,,Illinois,298,334,430,564,633,40,20452
170000035,10000,17,IL,35,,Illinois,298,334,430,564,633,40,11253
170000039,10000,17,IL,39,,Illinois,302,334,430,570,633,40,16798
170000041,10000,17,IL,41,,Illinois,318,334,430,564,633,40,19922
170000045,10000,17,IL,45,,Illinois,298,334,430,564,633,40,19704
170000047,10000,17,IL,47,,Illinois,298,334,430,564,633,40,6971
170000049,10000,17,IL,49,,Illinois,298,344,430,564,633,40,34264
170000051,10000,17,IL,51,,Illinois,298,334,430,564,633,40,21802
170000053,10000,17,IL,53,,Illinois,282,396,515,662,723,40,14241
170000055,10000,17,IL,55,,Illinois,298,334,430,564,633,40,39018
170000057,10000,17,IL,57,,Illinois,304,340,438,575,647,40,38250
170000059,10000,17,IL,59,,Illinois,298,334,430,564,633,40,6445
170000061,10000,17,IL,61,,Illinois,298,334,430,564,633,40,14761
170000065,10000,17,IL,65,,Illinois,298,335,430,564,633,40,8621
170000067,10000,17,IL,67,,Illinois,298,334,430,564,633,40,20121
170000069,10000,17,IL,69,,Illinois,298,334,430,564,633,40,4800
170000071,10000,17,IL,71,,Illinois,298,334,430,564,633,40,8213
170000075,10000,17,IL,75,,Illinois,298,334,430,564,633,40,31334
170000077,10000,17,IL,77,,Illinois,367,368,467,662,741,40,59612
170000079,10000,17,IL,79,,Illinois,298,336,430,564,633,40,10117
170000081,10000,17,IL,81,,Illinois,299,351,438,597,634,40,40045
170000085,10000,17,IL,85,,Illinois,329,356,430,564,633,40,22289
170000087,10000,17,IL,87,,Illinois,298,334,430,564,633,40,12878
170000095,10000,17,IL,95,,Illinois,298,334,430,564,656,40,55836
170000099,10000,17,IL,99,,Illinois,358,421,561,759,851,40,111509
170000101,10000,17,IL,101,,Illinois,298,334,430,564,633,40,15452
170000103,10000,17,IL,103,,Illinois,329,339,454,567,636,40,36062
170000105,10000,17,IL,105,,Illinois,291,358,479,617,673,40,39678
170000107,10000,17,IL,107,,Illinois,327,347,463,579,726,40,31183
170000109,10000,17,IL,109,,Illinois,298,340,430,564,678,40,32913
170000117,10000,17,IL,117,,Illinois,298,334,430,564,633,40,49019
170000121,10000,17,IL,121,,Illinois,303,334,430,564,633,40,41691
170000123,10000,17,IL,123,,Illinois,298,334,430,564,633,40,13180
170000125,10000,17,IL,125,,Illinois,298,334,430,564,641,40,16038
170000127,10000,17,IL,127,,Illinois,299,334,430,564,633,40,15161
170000131,10000,17,IL,131,,Illinois,298,334,430,564,633,40,16957
170000135,10000,17,IL,135,,Illinois,298,334,430,564,633,40,30652
170000137,10000,17,IL,137,,Illinois,295,375,496,662,697,40,36616
170000139,10000,17,IL,139,,Illinois,298,334,430,579,633,40,14287
170000145,10000,17,IL,145,,Illinois,299,334,430,564,633,40,23094
170000147,10000,17,IL,147,,Illinois,296,359,468,637,656,40,16365
170000149,10000,17,IL,149,,Illinois,298,334,430,564,633,40,17384
170000151,10000,17,IL,151,,Illinois,298,334,430,564,633,40,4413
170000153,10000,17,IL,153,,Illinois,298,334,430,564,633,40,7348
170000155,10000,17,IL,155,,Illinois,298,334,430,564,633,40,6086
170000157,10000,17,IL,157,,Illinois,298,334,430,564,633,40,33893
170000159,10000,17,IL,159,,Illinois,298,334,430,564,633,40,16149
170000165,10000,17,IL,165,,Illinois,298,334,430,564,633,40,26733
170000169,10000,17,IL,169,,Illinois,298,334,430,564,633,40,7189
170000171,10000,17,IL,171,,Illinois,298,334,430,564,633,40,5537
170000173,10000,17,IL,173,,Illinois,298,334,430,564,633,40,22893
170000175,10000,17,IL,175,,Illinois,298,334,430,564,633,40,6332
170000177,10000,17,IL,177,,Illinois,315,361,458,573,641,40,48979
170000181,10000,17,IL,181,,Illinois,298,334,430,564,633,40,18293
170000183,10000,17,IL,183,,Illinois,302,386,481,601,674,40,83919
170000185,10000,17,IL,185,,Illinois,298,334,430,564,670,40,12937
170000187,10000,17,IL,187,,Illinois,314,334,430,564,633,40,18735
170000189,10000,17,IL,189,,Illinois,296,353,472,591,768,40,15148
170000191,10000,17,IL,191,,Illinois,298,334,430,564,633,40,17151
170000193,10000,17,IL,193,,Illinois,298,334,430,564,633,40,15371
170000195,10000,17,IL,195,,Illinois,304,345,461,577,650,40,60653
170000199,10000,17,IL,199,,Illinois,300,337,436,605,639,40,61296
171040000,1040,17,IL,113,"Bloomington--Normal, IL MSA",Illinois,385,468,628,872,921,40,150433
171400000,1400,17,IL,19,"Champaign--Urbana, IL MSA",Illinois,421,518,669,918,1101,40,179669
171600000,1600,17,IL,197,"Chicago, IL PMSA",Illinois,665,797,951,1189,1330,50,8091720
171960000,1960,19,IA,163,"Davenport--Moline--Rock Island, IA--IL MSA",Iowa,321,444,549,709,769,40,359062
172040000,2040,17,IL,115,"Decatur, IL MSA",Illinois,310,402,515,697,722,40,114706
172050000,2050,17,IL,37,DeKalb County MSA*,Illinois,538,625,791,1101,1276,40,88969
173170000,3170,17,IL,63,Grundy County MSA*,Illinois,472,546,725,958,1018,40,37535
173740000,3740,17,IL,91,"Kankakee, IL PMSA",Illinois,416,504,669,856,941,40,103833
173780000,3780,17,IL,93,Kendall County MSA*,Illinois,649,739,891,1239,1246,40,54544
176120000,6120,17,IL,203,"Peoria--Pekin, IL MSA",Illinois,433,477,640,853,1047,40,347387
176880000,6880,17,IL,201,"Rockford, IL MSA",Illinois,412,527,641,806,941,40,371236
177880000,7880,17,IL,167,"Springfield, IL MSA",Illinois,359,445,592,787,896,40,201437
180000005,10000,18,IN,5,,Indiana,444,477,575,718,945,40,71435
180000007,10000,18,IN,7,,Indiana,318,358,460,590,651,40,9421
180000009,10000,18,IN,9,,Indiana,315,354,468,585,657,40,14048
180000013,10000,18,IN,13,,Indiana,315,418,551,765,792,40,14957
180000015,10000,18,IN,15,,Indiana,318,358,460,590,651,40,20165
180000017,10000,18,IN,17,,Indiana,318,358,460,590,651,40,40930
180000025,10000,18,IN,25,,Indiana,318,358,460,590,651,40,10743
180000027,10000,18,IN,27,,Indiana,318,358,460,590,651,40,29820
180000031,10000,18,IN,31,,Indiana,318,388,496,643,699,40,24555
180000037,10000,18,IN,37,,Indiana,318,358,460,590,670,40,39674
180000041,10000,18,IN,41,,Indiana,333,377,481,618,727,40,25588
180000045,10000,18,IN,45,,Indiana,318,358,460,590,651,40,17954
180000047,10000,18,IN,47,,Indiana,318,358,460,590,726,40,22151
180000049,10000,18,IN,49,,Indiana,350,368,460,618,651,40,20511
180000051,10000,18,IN,51,,Indiana,318,358,460,590,651,40,32500
180000053,10000,18,IN,53,,Indiana,335,358,460,592,651,40,73403
180000055,10000,18,IN,55,,Indiana,318,358,460,590,651,40,33157
180000065,10000,18,IN,65,,Indiana,350,393,503,650,712,40,48508
180000071,10000,18,IN,71,,Indiana,393,413,509,673,723,40,41335
180000073,10000,18,IN,73,,Indiana,318,387,460,590,651,40,30043
180000075,10000,18,IN,75,,Indiana,318,358,460,590,651,40,21806
180000077,10000,18,IN,77,,Indiana,318,358,460,590,651,40,31705
180000079,10000,18,IN,79,,Indiana,332,358,460,590,651,40,27554
180000083,10000,18,IN,83,,Indiana,362,401,520,661,729,40,39256
180000085,10000,18,IN,85,,Indiana,320,423,511,663,715,40,74057
180000087,10000,18,IN,87,,Indiana,320,371,471,613,713,40,34909
180000091,10000,18,IN,91,,Indiana,329,398,533,682,745,40,110106
180000093,10000,18,IN,93,,Indiana,318,358,460,594,651,40,45922
180000099,10000,18,IN,99,,Indiana,382,388,515,648,721,40,45128
180000101,10000,18,IN,101,,Indiana,318,358,460,590,651,40,10369
180000103,10000,18,IN,103,,Indiana,318,358,460,590,651,40,36082
180000107,10000,18,IN,107,,Indiana,457,479,599,760,841,40,37629
180000111,10000,18,IN,111,,Indiana,332,358,460,590,651,40,14566
180000113,10000,18,IN,113,,Indiana,363,371,460,593,656,40,46275
180000117,10000,18,IN,117,,Indiana,318,358,460,590,651,40,19306
180000119,10000,18,IN,119,,Indiana,318,358,460,590,680,40,21786
180000121,10000,18,IN,121,,Indiana,318,358,460,590,679,40,17241
180000123,10000,18,IN,123,,Indiana,318,358,460,590,651,40,18899
180000125,10000,18,IN,125,,Indiana,318,358,460,590,651,40,12837
180000131,10000,18,IN,131,,Indiana,318,358,460,590,651,40,13755
180000133,10000,18,IN,133,,Indiana,345,402,494,664,669,40,36019
180000135,10000,18,IN,135,,Indiana,318,358,460,590,651,40,27401
180000137,10000,18,IN,137,,Indiana,318,358,460,601,680,40,26523
180000139,10000,18,IN,139,,Indiana,327,358,460,590,680,40,18261
180000147,10000,18,IN,147,,Indiana,318,358,460,590,651,40,20391
180000149,10000,18,IN,149,,Indiana,318,358,460,590,651,40,23556
180000151,10000,18,IN,151,,Indiana,393,442,530,663,739,40,33214
180000153,10000,18,IN,153,,Indiana,318,358,460,590,651,40,21751
180000155,10000,18,IN,155,,Indiana,318,358,460,590,651,40,9065
180000161,10000,18,IN,161,,Indiana,318,358,460,590,651,40,7349
180000169,10000,18,IN,169,,Indiana,318,358,460,590,651,40,34960
180000171,10000,18,IN,171,,Indiana,318,358,460,590,651,40,8419
180000175,10000,18,IN,175,,Indiana,318,358,460,590,651,40,27223
180000177,10000,18,IN,177,,Indiana,383,430,552,709,779,40,71097
180000181,10000,18,IN,181,,Indiana,318,358,460,590,718,40,25267
181020000,1020,18,IN,105,"Bloomington, IN MSA",Indiana,424,548,730,1015,1200,40,120563
182330000,2330,18,IN,39,"Elkhart--Goshen, IN MSA",Indiana,434,497,626,801,921,40,182791
182440000,2440,21,KY,101,"Evansville--Henderson, IN--KY MSA",Kentucky,365,434,565,705,789,40,296195
182760000,2760,18,IN,183,"Fort Wayne, IN MSA",Indiana,372,473,589,758,822,40,502141
182960000,2960,18,IN,127,"Gary, IN PMSA",Indiana,488,642,799,1005,1122,40,631362
183480000,3480,18,IN,145,"Indianapolis, IN MSA",Indiana,422,529,636,796,893,40,1607486
183850000,3850,18,IN,159,"Kokomo, IN MSA",Indiana,391,462,603,775,844,40,101541
183920000,3920,18,IN,157,"Lafayette, IN MSA",Indiana,403,511,680,946,1118,40,182821
185280000,5280,18,IN,35,"Muncie, IN MSA",Indiana,412,513,609,825,974,40,118769
185840000,5840,18,IN,115,Ohio County MSA*,Indiana,348,392,501,646,711,40,5623
187800000,7800,18,IN,141,"South Bend, IN MSA",Indiana,373,497,651,814,914,40,265559
188320000,8320,18,IN,167,"Terre Haute, IN MSA",Indiana,337,394,504,628,701,40,149192
190000001,10000,19,IA,1,,Iowa,301,372,466,593,653,40,8243
190000003,10000,19,IA,3,,Iowa,301,372,466,593,653,40,4482
190000005,10000,19,IA,5,,Iowa,301,372,466,599,686,40,14675
190000007,10000,19,IA,7,,Iowa,301,372,466,593,657,40,13721
190000009,10000,19,IA,9,,Iowa,301,372,466,593,653,40,6830
